Format Version,1.21,Take Name,flow117AV,Capture Frame Rate,250.000000,Export Frame Rate,200.000000,Capture Start Time,2016-05-30 11.58.36 AM,Total Frames in Take,27189,Total Exported Frames,13825,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,,brice,brice,brice,brice,brice,brice,brice,brice
,,"8392B20CF49E35735","8392B20CF49E35735","8392B20CF49E35735","8392B20CF49E35735","8392B20CF49E35735","8392B20CF49E35735","8392B20CF49E35735","8392B20CF49E35735"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker
Frame,Time,X,Y,Z,W,X,Y,Z,
5760,23.040000,,,,,,,,
5761,23.045000,,,,,,,,
5762,23.050000,,,,,,,,
5763,23.055000,,,,,,,,
5764,23.060000,,,,,,,,
5765,23.065000,,,,,,,,
5766,23.070000,,,,,,,,
5767,23.075000,,,,,,,,
5768,23.080000,,,,,,,,
5769,23.085000,,,,,,,,
5770,23.090000,,,,,,,,
5771,23.095000,,,,,,,,
5772,23.100000,,,,,,,,
5773,23.105000,,,,,,,,
5774,23.110000,,,,,,,,
5775,23.115000,,,,,,,,
5776,23.120000,,,,,,,,
5777,23.125000,,,,,,,,
5778,23.130000,,,,,,,,
5779,23.135000,,,,,,,,
5780,23.140000,,,,,,,,
5781,23.145000,,,,,,,,
5782,23.150000,,,,,,,,
5783,23.155000,,,,,,,,
5784,23.160000,,,,,,,,
5785,23.165000,,,,,,,,
5786,23.170000,,,,,,,,
5787,23.175000,,,,,,,,
5788,23.180000,,,,,,,,
5789,23.185000,,,,,,,,
5790,23.190000,,,,,,,,
5791,23.195000,,,,,,,,
5792,23.200000,,,,,,,,
5793,23.205000,,,,,,,,
5794,23.210000,,,,,,,,
5795,23.215000,,,,,,,,
5796,23.220000,,,,,,,,
5797,23.225000,,,,,,,,
5798,23.230000,,,,,,,,
5799,23.235000,,,,,,,,
5800,23.240000,,,,,,,,
5801,23.245000,,,,,,,,
5802,23.250000,,,,,,,,
5803,23.255000,,,,,,,,
5804,23.260000,,,,,,,,
5805,23.265000,,,,,,,,
5806,23.270000,,,,,,,,
5807,23.275000,,,,,,,,
5808,23.280000,,,,,,,,
5809,23.285000,,,,,,,,
5810,23.290000,,,,,,,,
5811,23.295000,,,,,,,,
5812,23.300000,,,,,,,,
5813,23.305000,,,,,,,,
5814,23.310000,,,,,,,,
5815,23.315000,,,,,,,,
5816,23.320000,,,,,,,,
5817,23.325000,,,,,,,,
5818,23.330000,,,,,,,,
5819,23.335000,,,,,,,,
5820,23.340000,,,,,,,,
5821,23.345000,,,,,,,,
5822,23.350000,,,,,,,,
5823,23.355000,,,,,,,,
5824,23.360000,,,,,,,,
5825,23.365000,,,,,,,,
5826,23.370000,,,,,,,,
5827,23.375000,,,,,,,,
5828,23.380000,,,,,,,,
5829,23.385000,,,,,,,,
5830,23.390000,,,,,,,,
5831,23.395000,,,,,,,,
5832,23.400000,,,,,,,,
5833,23.405000,,,,,,,,
5834,23.410000,,,,,,,,
5835,23.415000,,,,,,,,
5836,23.420000,,,,,,,,
5837,23.425000,,,,,,,,
5838,23.430000,,,,,,,,
5839,23.435000,,,,,,,,
5840,23.440000,,,,,,,,
5841,23.445000,,,,,,,,
5842,23.450000,,,,,,,,
5843,23.455000,,,,,,,,
5844,23.460000,,,,,,,,
5845,23.465000,,,,,,,,
5846,23.470000,,,,,,,,
5847,23.475000,,,,,,,,
5848,23.480000,,,,,,,,
5849,23.485000,,,,,,,,
5850,23.490000,,,,,,,,
5851,23.495000,,,,,,,,
5852,23.500000,,,,,,,,
5853,23.505000,,,,,,,,
5854,23.510000,,,,,,,,
5855,23.515000,,,,,,,,
5856,23.520000,,,,,,,,
5857,23.525000,,,,,,,,
5858,23.530000,,,,,,,,
5859,23.535000,,,,,,,,
5860,23.540000,,,,,,,,
5861,23.545000,,,,,,,,
5862,23.550000,,,,,,,,
5863,23.555000,,,,,,,,
5864,23.560000,,,,,,,,
5865,23.565000,,,,,,,,
5866,23.570000,,,,,,,,
5867,23.575000,,,,,,,,
5868,23.580000,,,,,,,,
5869,23.585000,,,,,,,,
5870,23.590000,,,,,,,,
5871,23.595000,,,,,,,,
5872,23.600000,,,,,,,,
5873,23.605000,,,,,,,,
5874,23.610000,,,,,,,,
5875,23.615000,,,,,,,,
5876,23.620000,,,,,,,,
5877,23.625000,,,,,,,,
5878,23.630000,,,,,,,,
5879,23.635000,,,,,,,,
5880,23.640000,,,,,,,,
5881,23.645000,,,,,,,,
5882,23.650000,,,,,,,,
5883,23.655000,,,,,,,,
5884,23.660000,,,,,,,,
5885,23.665000,,,,,,,,
5886,23.670000,,,,,,,,
5887,23.675000,,,,,,,,
5888,23.680000,,,,,,,,
5889,23.685000,,,,,,,,
5890,23.690000,,,,,,,,
5891,23.695000,,,,,,,,
5892,23.700000,,,,,,,,
5893,23.705000,,,,,,,,
5894,23.710000,,,,,,,,
5895,23.715000,,,,,,,,
5896,23.720000,,,,,,,,
5897,23.725000,,,,,,,,
5898,23.730000,,,,,,,,
5899,23.735000,,,,,,,,
5900,23.740000,,,,,,,,
5901,23.745000,,,,,,,,
5902,23.750000,,,,,,,,
5903,23.755000,,,,,,,,
5904,23.760000,,,,,,,,
5905,23.765000,,,,,,,,
5906,23.770000,,,,,,,,
5907,23.775000,,,,,,,,
5908,23.780000,,,,,,,,
5909,23.785000,,,,,,,,
5910,23.790000,,,,,,,,
5911,23.795000,,,,,,,,
5912,23.800000,,,,,,,,
5913,23.805000,,,,,,,,
5914,23.810000,,,,,,,,
5915,23.815000,,,,,,,,
5916,23.820000,,,,,,,,
5917,23.825000,,,,,,,,
5918,23.830000,,,,,,,,
5919,23.835000,,,,,,,,
5920,23.840000,,,,,,,,
5921,23.845000,,,,,,,,
5922,23.850000,,,,,,,,
5923,23.855000,,,,,,,,
5924,23.860000,,,,,,,,
5925,23.865000,,,,,,,,
5926,23.870000,,,,,,,,
5927,23.875000,,,,,,,,
5928,23.880000,,,,,,,,
5929,23.885000,,,,,,,,
5930,23.890000,,,,,,,,
5931,23.895000,,,,,,,,
5932,23.900000,,,,,,,,
5933,23.905000,,,,,,,,
5934,23.910000,,,,,,,,
5935,23.915000,,,,,,,,
5936,23.920000,,,,,,,,
5937,23.925000,,,,,,,,
5938,23.930000,,,,,,,,
5939,23.935000,,,,,,,,
5940,23.940000,,,,,,,,
5941,23.945000,,,,,,,,
5942,23.950000,,,,,,,,
5943,23.955000,,,,,,,,
5944,23.960000,,,,,,,,
5945,23.965000,,,,,,,,
5946,23.970000,,,,,,,,
5947,23.975000,,,,,,,,
5948,23.980000,,,,,,,,
5949,23.985000,,,,,,,,
5950,23.990000,,,,,,,,
5951,23.995000,,,,,,,,
5952,24.000000,,,,,,,,
5953,24.005000,,,,,,,,
5954,24.010000,,,,,,,,
5955,24.015000,,,,,,,,
5956,24.020000,,,,,,,,
5957,24.025000,,,,,,,,
5958,24.030000,,,,,,,,
5959,24.035000,,,,,,,,
5960,24.040000,,,,,,,,
5961,24.045000,,,,,,,,
5962,24.050000,,,,,,,,
5963,24.055000,,,,,,,,
5964,24.060000,,,,,,,,
5965,24.065000,,,,,,,,
5966,24.070000,,,,,,,,
5967,24.075000,,,,,,,,
5968,24.080000,,,,,,,,
5969,24.085000,,,,,,,,
5970,24.090000,,,,,,,,
5971,24.095000,,,,,,,,
5972,24.100000,,,,,,,,
5973,24.105000,,,,,,,,
5974,24.110000,,,,,,,,
5975,24.115000,,,,,,,,
5976,24.120000,,,,,,,,
5977,24.125000,,,,,,,,
5978,24.130000,,,,,,,,
5979,24.135000,,,,,,,,
5980,24.140000,,,,,,,,
5981,24.145000,,,,,,,,
5982,24.150000,,,,,,,,
5983,24.155000,,,,,,,,
5984,24.160000,,,,,,,,
5985,24.165000,,,,,,,,
5986,24.170000,,,,,,,,
5987,24.175000,,,,,,,,
5988,24.180000,,,,,,,,
5989,24.185000,,,,,,,,
5990,24.190000,,,,,,,,
5991,24.195000,,,,,,,,
5992,24.200000,,,,,,,,
5993,24.205000,,,,,,,,
5994,24.210000,,,,,,,,
5995,24.215000,,,,,,,,
5996,24.220000,,,,,,,,
5997,24.225000,,,,,,,,
5998,24.230000,,,,,,,,
5999,24.235000,,,,,,,,
6000,24.240000,,,,,,,,
6001,24.245000,,,,,,,,
6002,24.250000,,,,,,,,
6003,24.255000,,,,,,,,
6004,24.260000,,,,,,,,
6005,24.265000,,,,,,,,
6006,24.270000,,,,,,,,
6007,24.275000,,,,,,,,
6008,24.280000,,,,,,,,
6009,24.285000,,,,,,,,
6010,24.290000,,,,,,,,
6011,24.295000,,,,,,,,
6012,24.300000,,,,,,,,
6013,24.305000,,,,,,,,
6014,24.310000,,,,,,,,
6015,24.315000,,,,,,,,
6016,24.320000,,,,,,,,
6017,24.325000,,,,,,,,
6018,24.330000,,,,,,,,
6019,24.335000,,,,,,,,
6020,24.340000,,,,,,,,
6021,24.345000,,,,,,,,
6022,24.350000,,,,,,,,
6023,24.355000,,,,,,,,
6024,24.360000,,,,,,,,
6025,24.365000,,,,,,,,
6026,24.370000,,,,,,,,
6027,24.375000,,,,,,,,
6028,24.380000,,,,,,,,
6029,24.385000,,,,,,,,
6030,24.390000,,,,,,,,
6031,24.395000,,,,,,,,
6032,24.400000,,,,,,,,
6033,24.405000,,,,,,,,
6034,24.410000,,,,,,,,
6035,24.415000,,,,,,,,
6036,24.420000,,,,,,,,
6037,24.425000,,,,,,,,
6038,24.430000,,,,,,,,
6039,24.435000,,,,,,,,
6040,24.440000,,,,,,,,
6041,24.445000,,,,,,,,
6042,24.450000,,,,,,,,
6043,24.455000,,,,,,,,
6044,24.460000,,,,,,,,
6045,24.465000,,,,,,,,
6046,24.470000,,,,,,,,
6047,24.475000,,,,,,,,
6048,24.480000,,,,,,,,
6049,24.485000,,,,,,,,
6050,24.490000,,,,,,,,
6051,24.495000,,,,,,,,
6052,24.500000,,,,,,,,
6053,24.505000,,,,,,,,
6054,24.510000,,,,,,,,
6055,24.515000,,,,,,,,
6056,24.520000,,,,,,,,
6057,24.525000,,,,,,,,
6058,24.530000,,,,,,,,
6059,24.535000,,,,,,,,
6060,24.540000,,,,,,,,
6061,24.545000,,,,,,,,
6062,24.550000,,,,,,,,
6063,24.555000,,,,,,,,
6064,24.560000,,,,,,,,
6065,24.565000,,,,,,,,
6066,24.570000,,,,,,,,
6067,24.575000,,,,,,,,
6068,24.580000,,,,,,,,
6069,24.585000,,,,,,,,
6070,24.590000,,,,,,,,
6071,24.595000,,,,,,,,
6072,24.600000,,,,,,,,
6073,24.605000,,,,,,,,
6074,24.610000,,,,,,,,
6075,24.615000,,,,,,,,
6076,24.620000,,,,,,,,
6077,24.625000,,,,,,,,
6078,24.630000,,,,,,,,
6079,24.635000,,,,,,,,
6080,24.640000,,,,,,,,
6081,24.645000,,,,,,,,
6082,24.650000,,,,,,,,
6083,24.655000,,,,,,,,
6084,24.660000,,,,,,,,
6085,24.665000,,,,,,,,
6086,24.670000,,,,,,,,
6087,24.675000,,,,,,,,
6088,24.680000,,,,,,,,
6089,24.685000,,,,,,,,
6090,24.690000,,,,,,,,
6091,24.695000,,,,,,,,
6092,24.700000,,,,,,,,
6093,24.705000,,,,,,,,
6094,24.710000,,,,,,,,
6095,24.715000,,,,,,,,
6096,24.720000,,,,,,,,
6097,24.725000,,,,,,,,
6098,24.730000,,,,,,,,
6099,24.735000,,,,,,,,
6100,24.740000,,,,,,,,
6101,24.745000,,,,,,,,
6102,24.750000,,,,,,,,
6103,24.755000,,,,,,,,
6104,24.760000,,,,,,,,
6105,24.765000,,,,,,,,
