0.0294175,0,-0.999567
0,0,-1
-0.0294175,0,-0.999567
0.0148442,-0.0240185,-0.999601
-0.0148442,-0.0240185,-0.999601
0.0148442,0.0240185,-0.999601
-0.0148442,0.0240185,-0.999601
