0.525731,0,-0.850651
-0.525731,0,-0.850651
0.730026,0.201774,-0.652955
0.664819,0.129897,-0.735624
0.595272,0.0618912,-0.801137
0.730026,-0.201774,-0.652955
0.664819,-0.129897,-0.735624
0.595272,-0.0618912,-0.801137
0.49513,0.100142,-0.863028
0.454641,0.210178,-0.865521
0.403548,0.326477,-0.854729
0.342546,0.4434,-0.828287
0.274036,0.55425,-0.785946
0.201774,0.652955,-0.730026
0.129897,0.735624,-0.664819
0.49513,-0.100142,-0.863028
0.454641,-0.210178,-0.865521
0.403548,-0.326477,-0.854729
0.342546,-0.4434,-0.828287
0.274036,-0.55425,-0.785946
0.201774,-0.652955,-0.730026
0.129897,-0.735624,-0.664819
0.433239,0,-0.901279
0.324743,0,-0.945802
0.201774,0,-0.979432
0.0685091,0,-0.99765
-0.0685091,0,-0.99765
-0.201774,0,-0.979432
-0.324743,0,-0.945802
-0.433239,0,-0.901279
-0.129897,0.735624,-0.664819
-0.201774,0.652955,-0.730026
-0.274036,0.55425,-0.785946
-0.342546,0.4434,-0.828287
-0.403548,0.326477,-0.854729
-0.454641,0.210178,-0.865521
-0.49513,0.100142,-0.863028
-0.129897,-0.735624,-0.664819
-0.201774,-0.652955,-0.730026
-0.274036,-0.55425,-0.785946
-0.342546,-0.4434,-0.828287
-0.403548,-0.326477,-0.854729
-0.454641,-0.210178,-0.865521
-0.49513,-0.100142,-0.863028
-0.595272,0.0618912,-0.801137
-0.664819,0.129897,-0.735624
-0.730026,0.201774,-0.652955
-0.595272,-0.0618912,-0.801137
-0.664819,-0.129897,-0.735624
-0.730026,-0.201774,-0.652955
0.743605,0.0685091,-0.6651
0.6705,0,-0.74191
0.743605,-0.0685091,-0.6651
0.453534,0.616158,-0.643938
0.325682,0.641074,-0.69495
0.526262,0.498482,-0.688886
0.400207,0.532286,-0.745994
0.586705,0.372997,-0.718784
0.46673,0.412854,-0.782122
0.632755,0.247868,-0.733609
0.521905,0.290209,-0.802119
0.564513,0.171491,-0.807413
0.632755,-0.247868,-0.733609
0.564513,-0.171491,-0.807413
0.586705,-0.372997,-0.718784
0.521905,-0.290209,-0.802119
0.526262,-0.498482,-0.688886
0.46673,-0.412854,-0.782122
0.453534,-0.616158,-0.643938
0.400207,-0.532286,-0.745994
0.325682,-0.641074,-0.69495
0.393022,-0.105987,-0.913401
0.274036,-0.11085,-0.95531
0.141048,-0.11411,-0.983404
0,-0.115262,-0.993335
-0.141048,-0.11411,-0.983404
-0.274036,-0.11085,-0.95531
-0.393022,-0.105987,-0.913401
0.342546,-0.2217,-0.912969
0.213708,-0.230525,-0.949309
0.0727276,-0.235351,-0.969185
-0.0727276,-0.235351,-0.969185
-0.213708,-0.230525,-0.949309
-0.342546,-0.2217,-0.912969
0.282096,-0.34233,-0.896232
0.145455,-0.353027,-0.924237
0,-0.356822,-0.934172
-0.145455,-0.353027,-0.924237
-0.282096,-0.34233,-0.896232
0.213708,-0.46105,-0.861256
0.0727276,-0.470703,-0.879289
-0.0727276,-0.470703,-0.879289
-0.213708,-0.46105,-0.861256
0.141048,-0.57055,-0.80906
0,-0.576312,-0.81723
-0.141048,-0.57055,-0.80906
0.0685091,-0.6651,-0.743605
-0.0685091,-0.6651,-0.743605
0,-0.74191,-0.6705
0.393022,0.105987,-0.913401
0.342546,0.2217,-0.912969
0.282096,0.34233,-0.896232
0.213708,0.46105,-0.861256
0.141048,0.57055,-0.80906
0.0685091,0.6651,-0.743605
0,0.74191,-0.6705
0.274036,0.11085,-0.95531
0.213708,0.230525,-0.949309
0.145455,0.353027,-0.924237
0.0727276,0.470703,-0.879289
0,0.576312,-0.81723
-0.0685091,0.6651,-0.743605
0.141048,0.11411,-0.983404
0.0727276,0.235351,-0.969185
0,0.356822,-0.934172
-0.0727276,0.470703,-0.879289
-0.141048,0.57055,-0.80906
0,0.115262,-0.993335
-0.0727276,0.235351,-0.969185
-0.145455,0.353027,-0.924237
-0.213708,0.46105,-0.861256
-0.141048,0.11411,-0.983404
-0.213708,0.230525,-0.949309
-0.282096,0.34233,-0.896232
-0.274036,0.11085,-0.95531
-0.342546,0.2217,-0.912969
-0.393022,0.105987,-0.913401
-0.325682,0.641074,-0.69495
-0.453534,0.616158,-0.643938
-0.400207,0.532286,-0.745994
-0.526262,0.498482,-0.688886
-0.46673,0.412854,-0.782122
-0.586705,0.372997,-0.718784
-0.521905,0.290209,-0.802119
-0.632755,0.247868,-0.733609
-0.564513,0.171491,-0.807413
-0.325682,-0.641074,-0.69495
-0.400207,-0.532286,-0.745994
-0.46673,-0.412854,-0.782122
-0.521905,-0.290209,-0.802119
-0.564513,-0.171491,-0.807413
-0.453534,-0.616158,-0.643938
-0.526262,-0.498482,-0.688886
-0.586705,-0.372997,-0.718784
-0.632755,-0.247868,-0.733609
-0.6705,0,-0.74191
-0.743605,0.0685091,-0.6651
-0.743605,-0.0685091,-0.6651
