5,7
16,7
26,7
37,7
48,7
59,7
69,7
80,7
91,7
101,7
112,7
5,21
16,21
26,21
37,21
48,21
59,21
69,21
80,21
91,21
101,21
112,21
5,35
16,35
26,35
37,35
48,35
59,35
69,35
80,35
91,35
101,35
112,35
5,50
16,50
26,50
37,50
48,50
59,50
69,50
80,50
91,50
101,50
112,50
5,64
16,64
26,64
37,64
48,64
59,64
69,64
80,64
91,64
101,64
112,64
5,78
16,78
26,78
37,78
48,78
59,78
69,78
80,78
91,78
101,78
112,78
5,93
16,93
26,93
37,93
48,93
59,93
69,93
80,93
91,93
101,93
112,93
5,107
16,107
26,107
37,107
48,107
59,107
69,107
80,107
91,107
101,107
112,107
5,121
16,121
26,121
37,121
48,121
59,121
69,121
80,121
91,121
101,121
112,121
5,135
16,135
26,135
37,135
48,135
59,135
69,135
80,135
91,135
101,135
112,135
5,150
16,150
26,150
37,150
48,150
59,150
69,150
80,150
91,150
101,150
112,150
