TIMESTAMPms	M81GYROx	M81GYROy	M81OPTICALFLOWflowcompmx	M81OPTICALFLOWflowcompmy	M81OPTICALFLOWflowx	M81OPTICALFLOWgrounddistance
7581	-0.00198723	0.00686509	-0.533599	-0.711798	5970	-0.453028
7587	0.000195834	0.00661626	-0.524855	0.0503924	5940	-0.849268
7600	0.00275814	0.00625904	0.648497	0.528484	12400	-0.544776
7606	0.00276855	0.00604082	-0.235418	-0.515243	6600	-0.822022
7613	0.00176427	0.00540727	0.666204	0.50539	6590	-0.545322
7619	-0.000250802	0.00487838	-0.738294	0.442497	6500	-0.507235
7625	-0.00280699	0.00514741	-0.578762	0	6000	-0.815273
7631	-0.00477961	0.00583023	-0.207926	-0.524207	5930	-0.825603
7637	-0.00680166	0.00712914	-0.115015	-0.524698	5930	-0.843419
7644	-0.00757975	0.00816374	0.713605	0.430703	6270	-0.549441
7650	-0.00753853	0.00914097	0.206302	-0.519533	6210	-0.82713
7656	-0.00627723	0.00962946	0.157946	-0.543105	5960	-0.824611
7662	-0.00456024	0.00977891	-0.521127	-0.743089	5980	-0.419595
7668	-0.00177299	0.00970235	-0.69131	-0.515507	5920	-0.502957
7674	0.000707817	0.00967313	-0.178176	-0.523854	5940	-0.832776
7680	0.00359303	0.00957901	0.195028	0.453036	5950	-0.869427
7686	0.00540218	0.00949025	-0.363666	-0.467297	6010	-0.805625
7692	0.00682558	0.00882352	-0.578888	-0.71698	6070	-0.388288
7698	0.00680123	0.00738725	0.195732	0.45521	5930	-0.868128
7704	0.00580799	0.00607176	-0.657745	-0.563643	6000	-0.497962
7710	0.00355125	0.00476098	-0.642902	-0.511854	5920	-0.566839
7716	0.0011825	0.00419092	-0.563282	0.0746209	6010	-0.822858
7721	-0.00208466	0.00431267	-0.47392	-0.0511936	5940	-0.878663
7727	-0.00447193	0.00476728	-0.484183	0.0239777	6030	-0.872703
7733	-0.00677345	0.00527607	0.222908	-0.496408	5930	-0.838981
7739	-0.00790352	0.00558323	0.13325	-0.456226	5950	-0.879639
7752	-0.00700409	0.00637443	-0.681073	-0.480473	12360	-0.550472
7758	-0.00529772	0.00665094	-0.314536	-0.378493	5970	-0.870236
7764	-0.00235693	0.00697248	-0.326064	-0.404064	6000	-0.852662
7770	7.96538e-05	0.00711913	0.143471	-0.56682	6550	-0.809166
7777	0.00298631	0.00700542	-0.20889	-0.520297	6640	-0.827837
7783	0.00498792	0.0067772	-0.529506	-0.676761	6360	-0.508173
7789	0.00574482	0.00643447	0.648497	0.528484	5940	-0.544776
7795	0.00545411	0.00608185	-0.577873	-0.681141	6040	-0.44579
7801	0.00392656	0.00608124	-0.654751	-0.468736	5940	-0.591027
7807	0.00145165	0.0058073	-0.206931	-0.517903	5960	-0.830033
7813	-0.000792442	0.00567158	-0.870466	-0.0752654	5970	-0.485515
7819	-0.00354556	0.00587105	0.747608	0.477722	5920	-0.460273
7826	-0.00523408	0.00650036	-0.497224	0.050807	6560	-0.865657
7832	-0.00633301	0.00747852	-0.181368	-0.474319	6190	-0.859504
7838	-0.00578723	0.00864059	-0.516076	-0.731847	5940	-0.444839
7844	-0.00413672	0.00968649	-0.0475845	-0.834828	5970	-0.545364
7850	-0.000904385	0.0107521	-0.0169683	-0.807307	6180	-0.587979
7856	0.00235816	0.0115711	-0.735185	-0.424759	5920	-0.526575
7862	0.00658164	0.0120937	-0.238707	-0.474516	5960	-0.847261
7868	0.0097564	0.0125712	-0.115263	-0.521593	5940	-0.845125
7874	0.0130018	0.0127066	-0.350986	-0.445927	5990	-0.823162
7880	0.0151071	0.01208	-0.238707	-0.474516	6040	-0.847261
7886	0.015853	0.0110595	-0.696842	-0.534341	5990	-0.477419
7892	0.0154704	0.00930923	0.0715148	-0.0508275	6020	-0.996143
7904	0.0116056	0.00640927	-0.19142	-0.543334	12380	-0.81721
7910	0.008345	0.00526642	-0.636413	0.570629	5940	-0.517348
7916	0.0056696	0.00484292	-0.636795	-0.494816	5980	-0.588451
7922	0.0027723	0.00480273	-0.540412	0.027252	5940	-0.838946
7928	0.00117477	0.00491448	-0.691823	-0.51788	5940	-0.499801
7934	0.000425651	0.00539653	-0.25446	-0.382737	6530	-0.887951
7940	0.0011685	0.00647711	0.162371	-0.49997	5940	-0.850617
7946	0.00271143	0.00771105	-0.224439	-0.453139	5970	-0.860763
7952	0.00539106	0.0091953	-0.0458058	-0.834135	6080	-0.547606
7958	0.00788031	0.00996781	-0.219525	-0.539623	5920	-0.812581
7964	0.0109816	0.0103982	-0.176784	-0.561428	5970	-0.806327
7971	0.0132054	0.0104506	-0.0755567	-0.859809	6230	-0.503239
7977	0.0150922	0.0102159	-0.194189	-0.497963	6570	-0.845176
7983	0.0160817	0.00957966	-0.116575	-0.480063	6270	-0.869212
7990	0.016003	0.00901906	-0.22375	-0.45145	6320	-0.863313
7996	0.0153738	0.00872421	-0.182549	-0.434506	6450	-0.881506
8002	0.0139896	0.00844618	-0.191127	-0.542499	6040	-0.815955
8008	0.0124482	0.00786354	-0.163076	-0.45764	5970	-0.873879
8014	0.0112238	0.00713437	-0.723943	-0.467405	6020	-0.504043
8020	0.00991328	0.00648774	-0.235817	-0.516116	5990	-0.823415
8026	0.00887774	0.00577626	-0.660516	-0.48672	5950	-0.569701
8032	0.00839889	0.00542905	-0.539477	-0.0239778	5950	-0.839647
8038	0.00827818	0.00539873	-0.014815	-0.861202	5980	-0.504713
8050	0.00939131	0.00607008	-0.504541	-0.74483	12380	-0.436444
8057	0.0106387	0.00632601	-0.128853	-0.544469	6600	-0.82876
8064	0.0120837	0.00649335	0.0169683	-0.807307	6690	-0.587979
8070	0.0135072	0.00709511	0.518941	-0.710632	6580	-0.47151
8076	0.0147756	0.00790906	0.0708075	0.0436215	5920	-0.994837
8082	0.0155521	0.00834575	-0.866884	0.488899	5950	-0.0782189
8088	0.0160453	0.00818306	-0.0755567	-0.859809	6020	-0.503239
8094	0.0160887	0.0075722	-0.713834	-0.430845	6240	-0.549033
8101	0.0154473	0.00628646	-0.713349	0.508345	6220	-0.48135
8107	0.0142051	0.00478402	-0.714158	-0.431037	5990	-0.549867
8113	0.0128416	0.00373296	-0.871558	0.0273201	5960	-0.488659
8119	0.011046	0.00267207	-0.822273	-0.130681	5920	-0.55083
8124	0.00967673	0.00210376	-0.738497	-0.442624	5910	-0.506808
8130	0.0082251	0.00188213	0.647376	0.531857	5910	-0.542822
8136	0.00762188	0.00220109	-0.605914	-0.23485	5990	-0.759248
8142	0.0076738	0.00269486	0.00204095	-0.821483	5970	-0.568245
8148	0.00837393	0.00337105	-0.911961	-0.0263579	5920	-0.405277
8154	0.00997569	0.00451903	-0.0148269	-0.861889	5940	-0.505115
8160	0.0117643	0.00551189	-0.910401	-0.0742252	5950	-0.402837
8166	0.0145347	0.00675051	-0.627058	-0.535025	5940	-0.564183
8172	0.0168764	0.00762787	-0.0314263	-0.875275	6030	-0.48156
8178	0.0198883	0.0080142	-0.474566	-0.737987	6040	-0.478785
8184	0.0219806	0.00775839	-0.0314263	-0.875275	6010	-0.48156
8190	0.0239818	0.00710253	-0.0607906	-0.87435	6000	-0.480427
8203	0.0248308	0.00484948	-0.178176	-0.523854	12370	-0.832776
8209	0.0233165	0.0031815	-0.563372	-0.681247	6010	-0.466692
8214	0.0212337	0.00191834	-0.528938	-0.0513118	5920	-0.847066
8221	0.0180637	0.000748459	-0.71438	-0.431175	6600	-0.549453
8228	0.0146445	0.000262795	-0.738715	-0.442803	6630	-0.506367
8234	0.0114905	0.000868992	-0.704013	-0.472684	6580	-0.528303
8241	0.0090492	0.00242264	-0.870466	-0.0752654	6480	-0.485515
8247	0.00767933	0.00424183	-0.696689	-0.534224	5920	-0.4778
8253	0.00752204	0.00551493	0.681662	-0.482083	5950	-0.547316
8259	0.00845811	0.00693145	-0.147863	-0.479456	5990	-0.864842
8264			0.530315	-0.733451	5910	-0.42123
8265	0.0100339	0.00783245				
8270	0.0128319	0.00838597	-0.175182	-0.563442	5940	-0.805272
8276	0.0155854	0.00864167	-0.0459764	-0.861084	6010	-0.504635
8282	0.0191165	0.00799488	-0.284586	-0.956702	5930	0.018908
8288	0.0215556	0.00615633	-0.690247	-0.438809	5960	-0.57239
8294	0.0234835	0.00304443	-0.719389	-0.449037	6010	-0.528199
8300	0.0239171	0.000629155	-0.512783	-0.024017	6040	-0.858114
8306	0.0233482	-0.00175075	-0.72306	0.466052	5970	-0.506559
8312	0.0217616	-0.00315237	-0.742949	-0.460337	5960	-0.482429
8318	0.0199988	-0.00350556	-0.540412	0.027252	5930	-0.838946
8324	0.0177582	-0.00309445	-0.747418	0.477584	5970	-0.460716
8330	0.0161432	-0.00203286	-0.733766	-0.424767	5950	-0.528516
8336	0.0141702	0.000392996	-0.660048	0.48638	5940	-0.57053
8342	0.0130411	0.00335994	-0.863454	0	6040	-0.501067
8355	0.0124992	0.008456	-0.731677	0.500786	12440	-0.458785
8361	0.0130049	0.0099417	0.0346208	-0.0268411	5940	-0.999038
8366			-0.458787	0.024016	5970	-0.88811
8367	0.013832	0.0106592				
8372	0.014546	0.0100183	-0.497224	-0.050807	5980	-0.865657
8378	0.0152905	0.0081444	-0.484183	-0.0239777	5960	-0.872703
8385	0.0155707	0.00592255	-0.521846	0.0503223	6590	-0.849567
8391	0.0153462	0.00277937	-0.733632	0.424753	5960	-0.52725
8397	0.0142468	1.7492e-05	-0.863859	0.0517223	6040	-0.50022
8403	0.0127153	-0.00100332	-0.0355248	0.0268012	5980	-0.997315
8409	0.0108052	-0.000211461	-0.747418	0.477584	5950	-0.460716
8415	0.00963905	0.00211496	-0.00586768	0.0747104	5990	-0.99549
8421	0.00886618	0.00672174	-0.238707	-0.474516	6130	-0.847261
8428	0.00897448	0.0112609	-0.000552126	0.0742327	6610	-0.997236
8434	0.0098478	0.0143741	0.483829	0.0749624	6620	-0.871472
8441	0.0116174	0.0161951	-0.565091	-0.0267945	6380	-0.82254
8447	0.0128248	0.0163661	-0.516481	-0.0239778	5960	-0.853985
8453	0.0143605	0.015139	-0.177992	0.478347	5940	-0.859876
8459	0.0154829	0.0132913	-0.509569	0.0265771	5930	-0.858052
8465	0.0163869	0.00984125	-0.563282	-0.0746209	6050	-0.822858
8471	0.0164838	0.00663354	-0.68266	-0.482797	5950	-0.546908
8476	0.015514	0.00335362	-0.327638	0.400831	5930	-0.853585
8482	0.0138083	0.00144453	-0.912167	0.0743621	6030	-0.402875
8488	0.010817	0.000456406	-0.732533	0.501372	5960	-0.459321
8501	0.00494841	0.00291332	-0.18155	0.432186	12370	-0.882856
8507	0.00246729	0.00577007	0.00490578	0.0747042	6510	-0.995496
8514	0.00107746	0.00896323	-0.570408	-0.0268301	6590	-0.820871
8521	0.000728431	0.0115918	-0.850663	0	6600	-0.524471
8527	0.0012903	0.0133376	0.732376	0.501268	6020	-0.459711
8532	0.00204833	0.0140601	-0.714158	-0.431037	5960	-0.549867
8538	0.00319262	0.0141877	-0.713349	-0.508345	5960	-0.48135
8545	0.00412454	0.0138801	-0.0715148	-0.0508275	6150	-0.996143
8551	0.0051686	0.0131404	-0.181317	-0.431632	6270	-0.881724
8557	0.0057117	0.0126375	-0.0568338	0.0747056	5950	-0.993884
8563	0.00576076	0.0126545	-0.0421417	-0.0508811	5940	-0.997815
8569	0.00531277	0.0129197	-0.849205	0	5970	-0.526787
8575	0.00459454	0.0133872	0.511928	0.0745685	5960	-0.855358
8581	0.00345341	0.0142593	0.0187037	0	5980	-0.999825
8587	0.002559	0.0148374	-0.657197	0.563173	6010	-0.497546
8593	0.00157305	0.0153177	0.566177	0.026649	5940	-0.82381
8599	0.00112167	0.0154918	0.373421	0.493403	5960	-0.784997
8605	0.000869597	0.0153887	-0.600639	0	5950	-0.799285
8610	0.00089776	0.015168	-0.659002	-0.563465	5940	-0.494819
8616	0.00104426	0.0148092	0.210622	0.430783	5990	-0.877066
8622	0.00102431	0.0142091	-0.222908	-0.496408	5940	-0.838981
8628	0.000812714	0.0135159	0.13325	0.456226	6010	-0.879639
8634	2.62221e-05	0.0125633	0.692501	0.518384	5940	-0.500782
8640	-0.000919764	0.0121596	0.540575	-0.0752651	5940	-0.837896
8653	-0.00331784	0.012431	0.696689	0.534224	12410	-0.4778
8659	-0.00389701	0.0126489	-0.906941	0	5920	-0.420774
8665	-0.00389433	0.0129171	0.675867	0.463078	5960	-0.571392
8671	-0.00331368	0.0132151	-0.512011	0.0745687	6550	-0.85531
8678	-0.00225513	0.0135085	-0.715629	-0.43105	6560	-0.547969
8684	-0.00101726	0.0135263	0.65412	0.468293	6160	-0.591146
8690	-9.48434e-05	0.0133669	0.510221	0.0266111	5930	-0.859151
8696	0.0002915	0.013277	0.0802502	0	5950	-0.99677
8702	0.000113574	0.0135597	-0.871078	-0.128088	5910	0.47057
8708	-0.000491134	0.0141088	-0.253274	0.493537	6420	-0.829994
8715	-0.00181119	0.0145571	0.129316	0.546424	6550	-0.827406
8721	-0.00351057	0.0146839	-0.267044	0.404073	5990	-0.874704
8727	-0.00543196	0.0146152	0.522514	0.0503867	5910	-0.850655
8733	-0.00672556	0.0145176	-0.130405	0.500413	6020	-0.855664
8739	-0.00797703	0.0141733	-0.128853	0.544469	6010	-0.82876
8744			-0.48563	0.0751137	5950	-0.868989
8745	-0.00858933	0.013584				
8751	-0.00877706	0.0126313	-0.177529	0.522015	6090	-0.83406
8757	-0.00853796	0.0117505	-0.509571	0.0745604	5990	-0.85671
8763	-0.00788355	0.0108713	-0.158407	0.54505	5930	-0.823243
8768	-0.00718339	0.0105953	-0.115263	0.521593	5950	-0.845125
8774	-0.00624662	0.0107836	-0.148675	0.434209	5970	-0.888268
8780	-0.00576575	0.01122	-0.539671	0.0751393	5930	-0.836496
8786	-0.00554528	0.0119916	-0.207261	0.522155	5970	-0.827093
8792	-0.00580584	0.0125859	-0.458056	0.0239777	6020	-0.886695
8805	-0.00769876	0.0138284	-0.149436	0.43681	12420	-0.886882
8811	-0.00869283	0.0138446	-0.282744	0.381216	6010	-0.880014
8817	-0.010232	0.0134027	-0.563665	-0.0239774	5910	-0.823605
8823	-0.0114693	0.0128783	-0.196012	0.455321	5980	-0.868006
8829	-0.0129341	0.0120021	0.00412387	-0.0239778	5950	-0.998011
8835	-0.0137643	0.011484	-0.17928	0.474928	6580	-0.861094
8841	-0.0140095	0.0113469	-0.234051	0.450502	6140	-0.859586
8847	-0.013156	0.0117497	-0.0501417	-0.0508245	5970	-0.997446
8853	-0.0115567	0.0118768	-0.177903	0.52305	6010	-0.831497
8859	-0.0100957	0.011703	-0.21919	0.538798	5960	-0.811339
8865	-0.00857764	0.0114461	-0.484956	0.024016	5930	-0.874096
8871	-0.00789269	0.0113587	-0.912167	0.0743621	6020	-0.402875
8878	-0.00811026	0.0112743	-0.297047	0.404503	6680	-0.864791
8884	-0.00960821	0.0112396	-0.551489	0.0508846	6120	-0.832598
8890	-0.0114824	0.011382	-0.206931	0.517903	6410	-0.830033
8897	-0.0144551	0.0115374	-0.499622	0.0510521	6440	-0.864242
8903	-0.0178933	0.0117859	-0.208084	0.472918	5980	-0.854207
8909	-0.0210875	0.0121596	0.0616143	0.847992	6010	-0.52473
8915	-0.0231514	0.012576	-0.0457447	0.885377	6040	-0.45895
8921	-0.0244547	0.0130886	-0.0161436	0.886784	5950	-0.460811
8927	-0.0245271	0.0133667	0.480868	0.748719	5960	-0.452556
8933	-0.0233954	0.0135524	-0.564017	-0.0266531	5970	-0.825302
8939	-0.0216569	0.0133381	-0.131147	0.544491	6000	-0.828381
8951	-0.015888	0.0114654	-0.509571	-0.0745604	12370	-0.85671
8958	-0.0137379	0.0102335	-0.118463	0.480427	6490	-0.868821
8964	-0.0118575	0.00869627	-0.537623	0.0749503	6570	-0.837831
8971	-0.0113012	0.00764406	-0.564017	0.0266531	6600	-0.825302
8977	-0.0121804	0.00713022	-0.0161808	0.834451	6150	-0.547772
8983	-0.0144514	0.00705926	-0.0754959	0.859117	6010	-0.502834
8989	-0.0168367	0.00720897	-0.654484	0.468554	5950	-0.591475
8995	-0.0201646	0.00754037	-0.623159	-0.779327	6130	-0.0308175
9001	-0.0234648	0.00774729	-0.7129	0.508032	6260	-0.479894
9007	-0.0245375	0.00805497	-0.128853	0.544469	6000	-0.82876
9013	-0.024535	0.00857564	0.24399	0.966922	6010	-0.046472
9019	-0.0245326	0.00899853	-0.541316	-0.0272976	5940	-0.84035
9025	-0.0245301	0.00955422	-0.195028	0.453036	5960	-0.869427
9031	-0.0245276	0.0101969	-0.195028	0.453036	5950	-0.869427
9037	-0.0245252	0.0114755	-0.551489	0.0508846	6040	-0.832598
9043	-0.0227903	0.0125654	-0.13393	0.458303	5990	-0.878384
9049	-0.0205716	0.0130009	-0.606258	-0.595567	6030	0.525601
9055	-0.0180782	0.012572	-0.515076	-0.0240174	5950	-0.856757
9061	-0.0164021	0.0119798	-0.194778	0.452455	5970	-0.868312
9067	-0.0151872	0.0110548	-0.114826	0.523838	6000	-0.842037
9073	-0.0151475	0.0100367	-0.0719077	0.502019	5980	-0.861618
9079	-0.0163065	0.00859876	-0.178183	0.519901	6090	-0.835373
9085	-0.0181052	0.00744043	-0.680403	0.557114	5960	-0.47512
9091	-0.0213346	0.00609057	-0.00202902	0.821177	6010	-0.568697
9104	-0.0245063	0.00425755	-0.0169805	0.807624	12410	-0.587534
9110	-0.0245039	0.0041006	0.287071	0.952301	5990	-0.0857495
9116	-0.0245015	0.00468427	-0.600639	0	5950	-0.799285
9122	-0.024499	0.00604132	-0.118463	0.480427	6520	-0.868821
9129	-0.0244965	0.00755322	0.294411	0.952122	6630	-0.0585256
9135	-0.0244941	0.00872368	-0.328106	0.401404	6650	-0.854803
9142	-0.0244917	0.00969627	-0.234692	0.451381	6550	-0.85895
9148	-0.0238341	0.0097938	-0.184672	0.433948	6010	-0.879889
9154	-0.0207418	0.00919957	-0.321326	0.445504	5970	-0.833603
9160	-0.0175262	0.00789382	-0.129316	0.546424	6010	-0.827406
9166	-0.0153759	0.00655614	-0.177701	0.477565	5950	-0.85847
9172	-0.0147391	0.00596071	-0.702315	0.475561	5950	-0.526515
9178	-0.0153149	0.00547453	-0.203888	0.56061	5940	-0.802383
9184	-0.0168816	0.00539076	0.0476228	0.8355	6030	-0.545803
9190	-0.0195682	0.00504511	-0.235418	0.515243	5940	-0.822022
9196	-0.0216628	0.00453077	0.0170354	0.863619	5990	-0.502857
9202	-0.023464	0.00398059	0.014815	0.835967	6080	-0.545492
9208	-0.0239816	0.0036557	-0.486901	0.0272609	5960	-0.87254
9214	-0.0232982	0.00351027	0.0475845	0.834828	5960	-0.545364
9220	-0.021836	0.0037489	0.297047	0.404503	5960	-0.864791
9226	-0.0193509	0.00427763	-0.499604	-0.050815	5920	-0.86434
9232	-0.0170959	0.0046979	0.147635	0.478718	5960	-0.863511
9238	-0.0146052	0.00531663	0.563077	0.0266086	6000	-0.823926
9251	-0.011849	0.00667514	0.194189	0.497963	13130	-0.845176
9257	-0.0120173	0.00689436	-0.537158	0.0239777	5950	-0.841133
9263	-0.0134965	0.00667989	-0.501342	-0.050753	5920	-0.8618
9269	-0.0157956	0.00632343	-0.288075	0.493092	6010	-0.82089
9274	-0.0193268	0.00628538	-0.134003	0.458802	5940	-0.878202
9280	-0.0222246	0.00668101	-0.0170354	0.863619	5970	-0.502857
9287	-0.0244488	0.00754998	0.0161808	0.834451	6620	-0.547772
9294	-0.0244464	0.00793403	-0.13325	0.456226	6600	-0.879639
9300	-0.0244439	0.00767059	-0.144432	0.523559	6440	-0.839594
9306	-0.0244415	0.00697656	-0.206581	0.517027	6000	-0.828628
9312	-0.0240519	0.00627573	0.0355248	-0.0268012	5950	-0.997315
9318	-0.0210161	0.00564597	-0.0607086	0.819746	5960	-0.566529
9324	-0.0183196	0.00542017	0.0869594	-0.0239778	5990	-0.994223
9330	-0.015163	0.00579986	0.1012	0.501433	5960	-0.859013
9336	-0.0130244	0.00662615	0.687508	-0.499537	6000	-0.525346
9342	-0.0110563	0.00822885	0.177257	-0.521217	5970	-0.832785
9348	-0.00987711	0.009965	0.191982	-0.500571	5970	-0.844062
9354	-0.00921035	0.0111826	0.163076	0.45764	5950	-0.873879
9360	-0.00851006	0.0119824	0.524871	-0.0506275	5980	-0.849171
9366	-0.00815494	0.0118468	-0.716124	-0.526583	5990	-0.457098
9372	-0.00784949	0.0106034	-0.733417	0.424575	5990	-0.527692
9378	-0.00781969	0.0090295	-0.000752019	0.0739881	5960	-0.997255
9384	-0.008319	0.00667852	-0.222908	-0.496408	5930	-0.838981
9390	-0.00894119	0.00474695	-0.891885	0.0499403	6040	-0.448548
9402	-0.0112873	0.00175277	-0.526716	0.051313	12420	-0.848461
9409	-0.0118145	0.00175107	-0.497224	0.050807	6590	-0.865657
9415	-0.0119141	0.00237163	0.394601	-0.417931	6560	-0.818247
9422	-0.0110364	0.00351741	0.328691	-0.51801	6600	-0.787558
9428	-0.00963354	0.00435386	-0.378464	-0.440147	6150	-0.812191
9434	-0.00794294	0.00482222	0.050893	0	5960	-0.9987
9440	-0.0064869	0.00532641	-0.103542	-0.501497	6050	-0.858706
9446	-0.00450266	0.00608786	-0.178576	-0.525123	6120	-0.830045
9452	-0.0024125	0.00650183	0.0722627	-0.503562	6210	-0.858966
9458	-0.000876087	0.00634619	-0.190784	-0.541529	6030	-0.818548
9464	0.000855631	0.00513998	-0.508919	-0.0744651	5970	-0.855615
9470	0.00183512	0.00377661	-0.564514	-0.0240135	5930	-0.824845
9476	0.00289392	0.00251187	-0.564514	0.0240135	6080	-0.824845
9482	0.00377243	0.00228486	-0.00589299	-0.0268168	5960	-0.99793
9488	0.00477606	0.00244115	-0.46103	-0.0240148	5990	-0.886896
9494	0.00542914	0.00208969	-0.473941	-0.0514325	6050	-0.878566
9500	0.00549273	0.0012145	-0.576866	0	5950	-0.816608
9506	0.00493712	-0.000523356	-0.144432	0.523559	5950	-0.839594
9512	0.00380129	-0.00179836	-0.515032	0.0240168	5960	-0.856757
9518	0.00198758	-0.00246395	-0.484183	0.0239777	6050	-0.872703
9524	0.00049855	-0.0022087	-0.499973	0	5930	-0.865873
9530	-0.00106745	-0.00154575	-0.0801147	0	6100	-0.995087
9536	-0.00184383	-0.00098595	0.524871	0.0506275	5930	-0.849171
9542	-0.00225059	-0.000681213	-0.687744	-0.499709	5920	-0.524906
9555	-0.00183044	-0.000650605	-0.162327	-0.455077	12460	-0.875338
9561	-0.000882745	-0.000560446	-0.212658	-0.47743	6070	-0.850561
9567	9.69201e-05	-0.000344318	-0.27043	-0.360627	5940	-0.892444
9573	0.00140632	-0.000191582	0.0107168	0	6550	-0.999942
9580	0.00240866	-0.000254934	-0.149902	-0.438271	6650	-0.884345
9586	0.00317269	-0.00048167	-0.180024	-0.476581	5960	-0.858535
9592	0.00349305	-0.000442683	-0.208351	-0.473525	6590	-0.855304
9599	0.00342704	-0.000118912	-0.222908	-0.496408	6710	-0.838981
9605	0.00285177	0.000203299	0.129316	-0.546424	5940	-0.827406
9611	0.00171387	0.00034529	-0.563282	0.0746209	6010	-0.822858
9617	0.000481397	0.000181102	0.22375	-0.45145	5940	-0.863313
9623	-0.00035469	-0.000309086	-0.551489	-0.0508846	5950	-0.832598
9629	-0.000882237	-0.000564066	-0.728879	-0.484807	6020	-0.482367
9635	-0.000709596	-0.000188365	-0.120036	-0.437782	5960	-0.89086
9641	7.53582e-05	0.000373594	-0.135636	-0.501082	6070	-0.854642
9647	0.000841146	0.000630858	-0.235817	-0.516116	6020	-0.823415
9653	0.00197334	0.000867481	-0.221643	-0.430256	6010	-0.874598
9659	0.00297868	0.00121937	-0.180024	-0.476581	5980	-0.858535
9665	0.00413204	0.00163612	-0.259616	-0.4952	6070	-0.829074
9671	0.00510815	0.00204443	-0.0568853	-0.0268121	5930	-0.996324
9677	0.00614753	0.002526	-0.0148269	-0.861889	5950	-0.505115
9683	0.00683178	0.00320832	-0.346312	-0.487414	6070	-0.799446
9689	0.00737013	0.00377529	-0.699465	-0.548965	5960	-0.45388
9702	0.00788247	0.0047438	-0.166138	-0.454231	13000	-0.874788
9708	0.00814433	0.00459291	-0.71438	-0.431175	5940	-0.549453
9714	0.00840005	0.00408167	-0.0656976	0.0240184	5990	-0.997546
9720	0.00859696	0.00359949	-0.335121	-0.468509	6060	-0.81721
9726	0.00864115	0.00332961	-0.182316	-0.433951	5970	-0.880379
9732	0.00880215	0.00321475	-0.259616	-0.4952	6130	-0.829074
9738	0.00941436	0.00355495	-0.539671	-0.0751393	6050	-0.836496
9744	0.0110496	0.00456777	-0.206943	-0.521353	5990	-0.825823
9750	0.0130046	0.00545451	0	-0.849847	6070	-0.525312
9756	0.015771	0.00622586	-0.299834	-0.360232	5960	-0.883208
9762	0.0183661	0.00659783	-0.282744	-0.381216	6010	-0.880014
9768	0.0200043	0.00670101	-0.288688	-0.493929	6000	-0.820168
9774	0.0213934	0.00656749	-0.538037	0.024017	6100	-0.842509
9781	0.0219463	0.00600031	-0.196492	-0.497951	6560	-0.844649
9787	0.0218464	0.00509725	-0.529506	-0.676761	6030	-0.508173
9793	0.0210822	0.00421947	-0.687308	-0.499392	5930	-0.525765
9799	0.0200311	0.00341966	-0.149206	-0.436138	5970	-0.885517
9805	0.0182837	0.0023214	-0.647717	-0.532134	5920	-0.543677
9811	0.0165602	0.00141946	-0.266633	-0.403451	5970	-0.873357
9817	0.0143924	0.000625277	-0.474566	-0.737987	6000	-0.478785
9823	0.0128312	0.000319812	-0.715403	0.526058	6280	-0.45616
9830	0.0114189	0.000281605	-0.521846	-0.0503223	6590	-0.849567
9836	0.0109505	0.000490777	-0.329388	-0.354802	6020	-0.873062
9842	0.0114572	0.000826671	-0.224439	-0.453139	5950	-0.860763
9854	0.014733	0.000706718	-0.089416	-0.480948	12430	-0.871946
9861	0.0170045	0.000121039	-0.747418	-0.477584	6550	-0.460716
9867	0.0192016	-0.000450839	-0.563589	-0.681509	6610	-0.465997
9874	0.0213536	-0.000893627	-0.675867	-0.463078	6570	-0.571392
9880	0.0236794	-0.000953091	-0.279597	-0.958283	6280	-0.0121121
9886	0.0253789	-0.00125611	-0.193692	-0.543311	5950	-0.816682
9892	0.0255076	-0.00199124	-0.301513	-0.951178	6040	-0.0312629
9898	0.0255051	-0.00279577	-0.232513	-0.970858	6250	-8.11285e-05
9904	0.0255025	-0.00379187	-0.363447	-0.929615	6150	0.0185098
9910	0.0255	-0.0042473	-0.541316	0.0272976	5920	-0.84035
9916	0.0254974	-0.0041354	-0.209319	-0.475772	5940	-0.853814
9922	0.0254949	-0.00381203	-0.314236	-0.944439	6010	-0.0770002
9928	0.0244899	-0.00361695	-0.209466	-0.475497	5940	-0.852434
9934	0.0208722	-0.00385557	-0.266633	-0.403451	5980	-0.873357
9940	0.0175962	-0.00438735	-0.896058	-0.176026	6000	0.407515
9946	0.013441	-0.00519546	-0.238079	-0.516076	5910	-0.822788
9952	0.01041	-0.0053339	-0.723686	-0.466487	5930	-0.505263
9958	0.00777721	-0.00469507	-0.350986	0.445927	5930	-0.823162
9964	0.00677242	-0.0039876	-0.0153465	-0.0500217	5910	-0.998626
9970	0.00680381	-0.00327256	-0.236807	-0.40727	5950	-0.880156
9976	0.00790639	-0.00286605	-0.148675	-0.434209	5920	-0.888268
9982	0.0101656	-0.00254356	-0.654085	0.54783	5980	-0.518341
9988	0.0124856	-0.00269143	-0.0148269	0.836634	6010	-0.545927
10000	0.0179198	-0.00409906	-0.521834	0.628846	12350	0.573469
10006	0.0189067	-0.00461402	0.287072	0.952301	5980	-0.0857408
10012	0.0187514	-0.00502356	0.455554	0.755437	5960	-0.467339
10018	0.0175592	-0.00532998	0.046691	0.863273	5930	-0.501545
10024	0.0152333	-0.00589292	-0.0772028	0.834482	6550	-0.543974
