TIMESTAMPms	M81GYROx	M81GYROy	M81OPTICALFLOWflowcompmx	M81OPTICALFLOWflowcompmy	M81OPTICALFLOWflowx	M81OPTICALFLOWgrounddistance
32562	-0.00425779	0.00172309	-0.219525	0.539623	5930	-0.812581
32568	-0.00496131	0.000980789	-0.565741	-0.715497	6060	-0.409879
32575	-0.00649928	-0.000240154	-0.29776	-0.357504	6520	-0.88326
32581	-0.00835395	-0.00146556	-0.130405	0.500413	6030	-0.855664
32587	-0.00982668	-0.00248698	-0.564351	-0.0746818	6020	-0.82009
32593	-0.0110465	-0.00300744	-0.244452	-0.966225	5990	0.0572559
32599	-0.0113692	-0.00306364	-0.0354994	0.0746948	5970	-0.994876
32605	-0.0108916	-0.0028694	-0.530897	-0.734814	6010	-0.418109
32611	-0.00944825	-0.00210332	-0.0466284	0.862042	6000	-0.501328
32617	-0.00797908	-0.00112353	0.190784	0.541529	5920	-0.818548
32623	-0.00589315	0.000369996	-0.014815	-0.835967	6050	-0.545492
32629	-0.00422049	0.00161371	-0.0148269	-0.836634	5940	-0.545927
32635	-0.00226015	0.00323829	0.283909	-0.382786	5970	-0.877205
32641	-0.000866522	0.00431451	-0.31465	-0.947049	5950	0.0268673
32653	0.0011225	0.0046378	-0.00587761	-0.074837	12610	-0.997176
32660	0.000992588	0.00375472	-0.809664	-0.58343	6630	0.0259195
32667	1.45867e-06	0.00250754	-0.836471	-0.247776	6680	-0.487654
32674	-0.00143699	0.00119406	-0.814664	-0.226901	6730	-0.532039
32680	-0.00322497	0.000212841	-0.0359869	0.0239778	6170	-0.99737
32686	-0.00413627	-0.000527017	-0.0355849	-0.0268466	5950	-0.999004
32692	-0.00486806	-0.00123244	-0.636795	-0.494816	6060	-0.588451
32698	-0.00512411	-0.00142091	-0.0465815	-0.806684	6080	-0.586273
32704	-0.00501442	-0.00110391	-0.0457913	-0.833963	6010	-0.54684
32710	-0.00455581	-0.000248672	0.499279	0.7307	5930	-0.464617
32716	-0.0038766	0.000640836	-0.0466076	-0.807136	6080	-0.586602
32722	-0.00265232	0.00206089	0.146381	-0.520343	5980	-0.839305
32728	-0.00132508	0.0031922	-0.0314333	-0.875472	6110	-0.481176
32734	0.000549459	0.00424628	-0.0161785	-0.834623	6090	-0.548538
32740	0.00180995	0.00449629	-0.321199	-0.94392	6030	-0.0498387
32746	0.00260076	0.00399421	-0.535219	-0.708714	5950	-0.455945
32752	0.00232182	0.00305241	-0.0355849	-0.0268466	5940	-0.999004
32758	0.00124734	0.00231303	-0.825809	-0.20201	6020	-0.524842
32764	-0.000492051	0.0014592	-0.496588	-0.0507421	5940	-0.86455
32770	-0.00192128	0.000920788	-0.128853	-0.544469	5970	-0.82876
32776	-0.00313812	0.000283169	-0.352811	-0.448517	6050	-0.819131
32782	-0.00360125	-0.000361258	-0.536325	-0.690172	5950	-0.484463
32788	-0.00363601	-0.00113771	-0.7248	0.467958	5910	-0.504639
32800	-0.00296758	-0.00167968	-0.0459764	-0.861078	12380	-0.504643
32806	-0.00250079	-0.00112215	-0.675867	-0.463078	5930	-0.571392
32812	-0.00208519	-0.000343267	-0.0459397	-0.860133	6110	-0.504661
32819	-0.00124283	0.000760032	0.0170152	-0.862593	6370	-0.502259
32825	-0.000183727	0.00188307	0.0616143	-0.847992	6410	-0.52473
32831	0.00102263	0.00271281	-0.340112	-0.422902	5950	-0.839869
32837	0.00246021	0.00350124	-0.0322775	-0.848633	6120	-0.526315
32843	0.00348688	0.00371773	0.274351	-0.959046	6000	-0.040004
32849	0.0038156	0.00364101	-0.225774	-0.450845	5930	-0.861618
32855	0.00361136	0.00356353	-0.191995	-0.500611	5930	-0.844062
32861	0.00286353	0.0031631	-0.504385	-0.744584	6620	-0.437075
32868	0.00140953	0.00214121	-0.210622	-0.430783	6580	-0.877066
32875	-0.000595578	0.000788828	-0.564351	0.0746818	6590	-0.82009
32881	-0.00273181	-0.000601594	0.351591	-0.446759	5980	-0.822441
32887	-0.00452119	-0.00183536	-0.564351	0.0746818	5920	-0.82009
32893	-0.00549497	-0.00269106	-0.589928	-0.647062	5980	-0.481668
32899	-0.00593573	-0.00364365	-0.549997	-0.648284	6000	0.524842
32904	-0.0058229	-0.00410902	0.294411	0.952122	5940	-0.0585253
32910	-0.00503438	-0.00437431	-0.688753	0.499405	5920	-0.523887
32916	-0.00404972	-0.00414253	-0.314236	-0.944439	6020	-0.0770002
32922	-0.00249711	-0.00320759	0.33036	-0.941812	6000	-0.0218976
32928	-0.00112102	-0.00237505	0.24399	-0.966922	6060	-0.046472
32934	0.00056873	-0.00149372	0.0313889	-0.874477	5940	-0.480546
32940	0.0016162	-0.0010599	-0.0265189	-0.0240185	6010	-0.999359
32953	0.00196115	-0.0012522	0.544735	-0.700603	12370	-0.457208
32959	0.00116843	-0.00175904	-0.723621	0.466414	5940	-0.506952
32965	-0.000245698	-0.00263384	0.0459397	0.860133	5960	-0.504661
32971	-0.00155738	-0.00344137	0.531952	0.736275	5910	-0.418239
32977	-0.00316058	-0.00426027	-0.0560834	0.067714	5920	-0.996126
32983	-0.00432614	-0.00481033	0.358776	0.93157	6360	-0.00922061
32989	-0.00519076	-0.00515419	0.148675	0.434209	6520	-0.888268
32996	-0.00526735	-0.00506358	-0.72306	0.466052	6580	-0.506559
33002	-0.00451783	-0.00438661	-0.321326	0.445504	6250	-0.833603
33008	-0.00321636	-0.00376315	-0.0207395	0.0508621	5930	-0.998489
33014	-0.00213415	-0.00350089	0.274351	-0.959046	6000	-0.0400037
33020	-0.00115818	-0.00322262	-0.358775	0.931567	5980	-0.0092204
33027	-0.000878621	-0.00303601	-0.374575	0.924851	6560	-0.0311752
33033	-0.00103123	-0.00287308	-0.351113	0.933712	6070	-0.0391276
33039	-0.00150527	-0.00278957	-0.275666	0.474127	5930	-0.83618
33045	-0.00188076	-0.0028664	-0.657921	0.56379	5940	-0.497541
33051	-0.00191799	-0.00301653	-0.243989	0.966918	6060	-0.0464717
33057	-0.00179182	-0.00342241	-0.208351	0.473525	5960	-0.855304
33063	-0.00153663	-0.00382672	-0.745161	0.460842	5970	-0.481015
33069	-0.00140286	-0.00439668	0.25446	0.382737	5930	-0.887951
33074	-0.00162795	-0.00462911	0.505064	-0.683827	5920	-0.523366
33080	-0.00191105	-0.00451107	-0.69131	0.515507	5970	-0.502957
33086	-0.00212388	-0.00425942	-0.544042	0.661951	6030	-0.514297
33092	-0.00200914	-0.00386197	-0.351113	0.933712	5920	-0.0391276
33105	-0.00110876	-0.00337447	-0.872275	0.128264	12630	0.471217
33112	-0.000576491	-0.00296948	-0.693078	0.518811	6580	-0.49953
33118	-0.000165667	-0.00239044	-0.374575	0.924851	6650	-0.0311752
33125	0.000306959	-0.00154348	-0.158407	0.54505	6590	-0.823243
33131	0.00081695	-0.000838605	-0.713349	0.508345	6140	-0.48135
33137	0.00105661	-0.000717124	-0.42642	0.902631	5930	-0.00706391
33143	0.000967937	-0.000984279	-0.376793	0.924026	5930	-0.0287818
33149	0.000450183	-0.00132929	-0.117719	-0.477878	6000	-0.870308
33155	-0.000567614	-0.00173763	-0.31978	0.944338	5990	-0.0508818
33161	-0.00162501	-0.00205278	0.13325	0.456226	5940	-0.879639
33167	-0.00285409	-0.00243357	0.647909	-0.532295	5920	-0.543269
33173	-0.00363411	-0.00268833	-0.129316	0.546424	5950	-0.827406
33179	-0.00382386	-0.00290032	0.869385	0.0751719	5920	-0.484912
33185	-0.00363336	-0.00313977	0.244434	-0.966172	6070	0.0582352
33191	-0.00308099	-0.00339676	0.0207395	-0.0508621	5940	-0.998489
33196			-0.699837	0.549235	5920	-0.452978
33197	-0.00253554	-0.00350942				
33202	-0.00218941	-0.00323344	0.503733	-0.743637	5940	-0.435746
33208	-0.00181508	-0.00270324	-0.390776	0.914552	6000	0.0866959
33214	-0.00147132	-0.00196008	-0.508206	0.618517	5950	0.59648
33220	-0.000822192	-0.00103528	-0.354716	0.933005	6030	0.0174232
33226	-3.79904e-05	-0.00031901	0.162539	0.545001	5990	-0.822306
33232	0.00120653	0.00020326	-0.687308	0.499392	5930	-0.525765
33238	0.00205619	0.000480392	-0.383369	0.921348	6130	0.02781
33251	0.00331653	0.00110184	0.32427	0.450074	12390	-0.831825
33257	0.00330322	0.00118953	0.268223	0.405595	5920	-0.871876
33263	0.0030181	0.00101075	-0.563332	0.623344	5930	0.54028
33269	0.00254748	0.000660201	-0.485883	0.697606	6200	0.524666
33275	0.00174402	0.000111175	-0.384365	0.921347	6310	0.00156957
33281	0.000886426	-0.00032098	0.206968	0.521588	5930	-0.825668
33287	0.000225905	-0.00050648	0.472059	0	5920	-0.881455
33293	-0.000432259	-0.000696542	0.473941	0.0514325	5950	-0.878566
33299	-0.000665848	-0.00075908	-0.825677	0.555572	5920	0.0788925
33305	-0.000577978	-0.000364272	-0.35805	0.931742	6050	0.0165499
33311	-0.000287789	0.000240461	0.472059	0	6350	-0.881455
33318	0.000414665	0.00128873	-0.0501417	0.0508245	6590	-0.997446
33324	0.00133312	0.0021338	0.026688	0.0677406	6560	-0.997344
33331	0.00218964	0.00266575	0.870963	0.0239724	6060	-0.487309
33337	0.00267883	0.00293577	-0.723943	0.467405	5960	-0.504043
33343	0.00275109	0.00316223	0.243989	-0.966918	6040	-0.0464717
33349	0.00262026	0.00313596	-0.0113417	-0.0240185	5980	-0.999647
33354			-0.696689	-0.534224	5970	-0.4778
33355	0.00232681	0.00261341				
33360	0.00181274	0.00163509	0.148728	-0.479649	5970	-0.864696
33366	0.00124146	0.000786676	-0.699465	-0.548965	5930	-0.45388
33372	0.000456448	0.00020328	0.244452	0.966225	5970	0.0572559
33378	-6.88896e-05	0.000191807	0.180024	0.476581	5930	-0.858535
33384	-0.000313204	0.000613243	0.458056	-0.0239777	5920	-0.886695
33390	-0.000117716	0.00102853	-0.713605	0.430703	5990	-0.549441
33403	0.0016918	0.00208741	0.486244	-0.0752087	12360	-0.870088
33409	0.00250782	0.00250636	0.0607544	-0.820802	6000	-0.565983
33414	0.00343141	0.00308027	-0.128642	0.543577	5910	-0.827401
33420	0.00398843	0.00368542	-0.899113	0.023976	5950	-0.433174
33426	0.00445606	0.00424699	0.492034	-0.718136	5970	-0.488674
33433	0.00463427	0.0043359	0.522514	0.0503867	6190	-0.850655
33439	0.00454066	0.00400181	-0.719177	-0.448904	6600	-0.52862
33446	0.00406302	0.003328	0.473342	0.0513675	6590	-0.877456
33452	0.00305478	0.00254813	0.564498	-0.074495	6330	-0.820006
33458	0.00172063	0.00175535	-0.711548	0.510282	5960	-0.479511
33464	0.000479766	0.00121462	0.510221	0.0266111	5960	-0.859151
33470	-0.000818241	0.000905276	-0.730221	-0.484774	5920	-0.480403
33477	-0.00154425	0.000934199	0.0754959	-0.859117	6590	-0.502834
33482	-0.00172429	0.00141588	0.0153465	0.0500217	5950	-0.998626
33488	-0.00118126	0.00234034	-0.0708075	0.0436215	5930	-0.994837
33494	-0.000295477	0.00314637	-0.0245113	-0.767827	6030	-0.639117
33500	0.00134914	0.00405233	0.0169683	-0.807307	5940	-0.587979
33506	0.00291038	0.00456653	-0.0355596	-0.0748213	5930	-0.996561
33512	0.00487229	0.00507839	-0.014815	-0.835967	6060	-0.545492
33518	0.00621939	0.0053306	0.120551	-0.439252	5980	-0.888338
33524	0.00751978	0.00541711	-0.458056	-0.0239777	5930	-0.886695
33530	0.0081619	0.00530204	-0.0476228	-0.8355	6050	-0.545803
33536	0.00825805	0.00509078	-0.224439	-0.453139	5930	-0.860763
33542	0.00786402	0.00477036	-0.563077	-0.0266086	5940	-0.823926
33555	0.00659887	0.00381016	-0.149206	-0.436138	12530	-0.885517
33561	0.0056255	0.00342879	-0.0719077	-0.502019	6620	-0.861618
33568	0.00443693	0.00301386	-0.486486	0.0239776	6590	-0.871421
33575	0.0031683	0.0026906	-0.501994	-0.0510582	6580	-0.862914
33581	0.00168755	0.00233148	0.057496	-0.0240184	6260	-0.998053
33587	0.000448974	0.00211441	0.577922	-0.0504066	5920	-0.814491
33593	-0.000781841	0.00207603	-0.0153465	-0.0500217	5910	-0.998626
33599	-0.0013521	0.00219111	0.1012	-0.501433	6060	-0.859013
33605	-0.00160774	0.00250927	0.104652	-0.458859	5920	-0.880406
33611	-0.00138616	0.00275258	0.251434	0.494423	5950	-0.832061
33616	-0.00067062	0.00295998	0.180024	-0.476581	5910	-0.858535
33622			0.0476228	-0.8355	6030	-0.545803
33623	0.000175411	0.00308413				
33628	0.00137868	0.00340526	0.314536	-0.378493	5940	-0.870236
33635	0.00240469	0.0037966	0.0148269	-0.836634	6100	-0.545927
33641	0.00365202	0.00436808	-0.142808	-0.564795	6000	-0.810697
33646	0.00471751	0.00462418	0.308505	-0.472418	5950	-0.825408
33652	0.00541793	0.00489324	-0.1012	-0.501433	5940	-0.859013
33658	0.00602819	0.00527832	0.148449	-0.433547	5950	-0.886915
33664	0.00629253	0.00564351	0.0607971	-0.874546	6010	-0.480043
33670	0.00618348	0.00553453	-0.737722	-0.442154	5950	-0.506842
33676	0.00576523	0.00529042	-0.116402	-0.479352	5950	-0.867923
33682	0.0048996	0.0047959	-0.303742	-0.470951	6010	-0.828211
33688	0.00382944	0.00430372	0.175427	-0.564079	5940	-0.806675
33701	0.000457414	0.003552	0.553527	-0.0510726	12370	-0.831238
33707	-0.000892509	0.00334398	0.458787	0.024016	5940	-0.88811
33713	-0.00215602	0.00307412	0.208084	0.472918	5960	-0.854207
33719	-0.00280249	0.00293562	0.149436	-0.43681	6110	-0.886882
33725	-0.00298011	0.00300404	0.742949	0.460337	6510	-0.482429
33731	-0.00253622	0.0034962	0.0207395	-0.0508621	5980	-0.998489
33737	-0.00165946	0.00404405	-0.0723301	0	5950	-0.997378
33743	-0.00011014	0.00479494	0.335121	-0.468509	6020	-0.81721
33749	0.00123822	0.00524645	0.314536	-0.378493	6010	-0.870236
33755	0.00260019	0.00584222	-0.00202902	-0.821177	6070	-0.568697
33761	0.00360012	0.00646161	-0.0412161	-0.0436779	6240	-0.996499
33768	0.00421286	0.00702443	-0.0560834	-0.067714	6580	-0.996126
33775	0.00491639	0.00777501	-0.0879428	-0.521696	6540	-0.846592
33781	0.00558244	0.00821554	0.0719077	-0.502019	6130	-0.861618
33787	0.00597966	0.007962	-0.014815	-0.835967	6020	-0.545492
33793	0.00584774	0.00750921	-0.463302	-0.0240133	5920	-0.885644
33799	0.00525468	0.00697859	0.143016	-0.564903	5940	-0.810585
33805	0.00444407	0.0066931	-0.539671	0.0751393	5990	-0.836496
33810	0.00341901	0.00653439	-0.743827	-0.460881	5950	-0.482999
33816	0.00273685	0.00654366	0.448186	0	5950	-0.893778
33822	0.00234108	0.00645367	-0.13325	-0.456226	6010	-0.879639
33828	0.00257143	0.0064347	-0.680403	-0.557114	5960	-0.47512
33834	0.00329956	0.00627525	0.144663	-0.524676	5940	-0.836902
33840	0.0044796	0.00637235	0.0450213	0.0499885	5960	-0.99773
33853	0.0062398	0.00696496	-0.162371	-0.49997	12480	-0.850617
33859	0.00669804	0.00772853	-0.144901	-0.525539	5960	-0.83828
33865	0.00667523	0.00827977	0.210622	-0.430783	6030	-0.877066
33871	0.0063516	0.00855304	-0.267663	-0.404923	5950	-0.87409
33877	0.00578597	0.00862167	0.101639	0	5970	-0.994818
33883	0.0045531	0.00850781	0.210351	-0.430231	6090	-0.875942
33889	0.00333256	0.00838938	-0.0450213	0.0499885	6640	-0.99773
33896	0.00147462	0.00819461	-0.48448	-0.0270131	6610	-0.873912
33903	-0.000414442	0.00808613	0.501994	0.0510582	6500	-0.862914
33908	-0.00163143	0.00791735	0.177529	-0.522015	5930	-0.83406
33914	-0.00168395	0.00766231	0.0999488	-0.546426	5950	-0.829486
33920	-0.000659918	0.00725536	-0.299368	-0.359672	5990	-0.881835
33927	0.00168258	0.00686678	-0.723943	-0.467405	6440	-0.504043
33933	0.00464329	0.0067905	-0.203888	-0.56061	6010	-0.802383
33939	0.0070555	0.00704636	-0.151804	-0.436799	5980	-0.886466
33945	0.00979883	0.00764425	-0.631571	-0.554792	5960	-0.540011
33951	0.0114646	0.0081955	-0.164663	-0.455055	5950	-0.874893
33957	0.0128324	0.0087444	-0.268641	-0.406226	6020	-0.873233
33963	0.0131709	0.00876261	-0.70076	-0.548919	5950	-0.451934
33969	0.0128764	0.00848153	-0.195028	-0.453036	6010	-0.869427
33975	0.0120795	0.00819513	-0.178176	-0.523854	6000	-0.832776
33981	0.0105788	0.00758732	-0.191297	-0.498463	5930	-0.845472
33987	0.00926984	0.00715442	-0.222908	-0.496408	5970	-0.838981
33993	0.00771747	0.00652611	-0.208084	-0.472918	5970	-0.854207
34005	0.00622939	0.00587571	-0.128853	-0.544469	12450	-0.82876
34012	0.00642041	0.00590337	-0.147863	-0.479456	6650	-0.864842
34018	0.00721305	0.00633493	-0.238304	-0.473714	6610	-0.845827
34025	0.00853166	0.00712452	-0.101951	-0.545405	6700	-0.831881
34031	0.0101013	0.0080507	-0.208084	-0.472918	6290	-0.854207
34037	0.0118404	0.0087905	-0.291487	-0.450912	6010	-0.843624
34043	0.0131448	0.00902631	-0.37068	-0.375595	6040	-0.847433
34049	0.0145147	0.0088895	-0.22375	-0.45145	6020	-0.863313
34055	0.0157127	0.00855954	-0.129316	-0.546424	5960	-0.827406
34061	0.0162235	0.00828611	-0.144432	-0.523559	6020	-0.839594
34067	0.0160287	0.00761187	-0.540412	0.027252	5950	-0.838946
34073	0.0150078	0.00694533	-0.21919	-0.538798	5940	-0.811339
34079	0.0126539	0.00585435	-0.539257	0.0271077	5970	-0.841675
34085	0.0101606	0.00493985	-0.117719	-0.477878	5950	-0.870308
34091	0.0067719	0.0042606	-0.669234	-0.444713	6020	-0.592437
34097	0.00432953	0.00416245	-0.129316	-0.546424	5930	-0.827406
34103	0.00247913	0.00427274	-0.484183	0.0239777	5960	-0.872703
34109	0.00224143	0.00444563	-0.0501417	-0.0508245	5980	-0.997446
34115	0.00356436	0.00456276	-0.72306	-0.466052	5970	-0.506559
34121	0.0055598	0.00482343	-0.699436	-0.454923	5930	-0.549548
34127	0.00886981	0.00517721	-0.335121	-0.468509	5990	-0.81721
34133	0.011713	0.00557753	-0.643267	-0.512145	6000	-0.567161
34139	0.0151002	0.00642599	0.0466839	-0.863068	5970	-0.501924
34151	0.0189094	0.00748357	-0.511945	0.0239777	12380	-0.856712
34157	0.0190342	0.00731638	-0.182549	-0.434506	5950	-0.881506
34163	0.0178779	0.00698963	-0.563282	0.0746209	6000	-0.822858
34169	0.015171	0.00625138	-0.576866	0	6070	-0.816608
34176	0.0119651	0.00541854	-0.588758	0.0240135	6590	-0.807719
34182	0.00722175	0.00465525	-0.511944	0.0748025	5980	-0.855255
34188	0.00240866	0.00421501	-0.69724	0.534631	5960	-0.476529
34194	-0.000891455	0.00400615	-0.472059	0	5940	-0.881455
34200	-0.00344071	0.00387214	-0.668683	0.524871	6090	-0.523446
34206	-0.00375951	0.00370912	0.864606	-0.0517446	5960	-0.49889
34212	-0.00258792	0.00375456	-0.825809	-0.20201	6320	-0.524842
34219	0.000357944	0.00415197	0.0153206	-0.0499372	6600	-0.99694
34225	0.00418918	0.00494484	-0.205814	-0.559724	6600	-0.800605
34231	0.00845217	0.00577809	-0.0457376	-0.88518	6110	-0.459332
34237	0.0122696	0.00664562	-0.00589299	-0.0268168	5990	-0.99793
34243	0.014736	0.0074726	-0.511944	0.0748025	5960	-0.855255
34249	0.0168426	0.00840867	-0.351014	-0.442651	5990	-0.823084
34255	0.0175197	0.00855442	-0.199059	-0.457467	5970	-0.866176
34261	0.0168689	0.00780457	-0.00589299	0.0268168	5960	-0.99793
34267	0.0148653	0.00664708	-0.551489	0.0508846	6000	-0.832598
34273	0.0108501	0.00502854	0.713605	-0.430703	5930	-0.549441
34279	0.00683604	0.00416375	-0.510221	0.0266111	5960	-0.859151
34285	0.00176416	0.00387091	-0.723943	0.467405	6010	-0.504043
34291	-0.00149542	0.00401941	-0.682206	0.482467	6030	-0.547753
34304	-0.00459663	0.00525894	-0.732376	0.501268	12460	-0.459711
34310	-0.00388382	0.0058341	-0.0449452	0.0499041	5920	-0.996046
34316	-0.00205178	0.00650845	0.00590297	0.0268622	5950	-0.99962
34322	-0.000171829	0.00687581	0.484183	0.0239777	5950	-0.872703
34328	0.00214237	0.0071225	-0.665047	-0.506065	5980	-0.547148
34334	0.00371498	0.0072638	-0.675867	-0.463078	6270	-0.571392
34340	0.00528132	0.00729056	-0.919033	0.0499131	6600	-0.390864
34347	0.00638864	0.00727914	-0.733766	-0.424767	6680	-0.528516
34354	0.00707515	0.00703867	0.195028	0.453036	6500	-0.869427
34360	0.00737527	0.0066272	-0.863859	-0.0517223	5990	-0.50022
34366	0.00710578	0.00602643	-0.0207045	-0.0507761	5960	-0.9968
34372	0.00641715	0.00532645	-0.918777	-0.0498988	6090	-0.391495
34378	0.00457569	0.00435474	0.669234	-0.444713	6430	-0.592437
34384	0.00164414	0.00371372	-0.458787	-0.024016	5940	-0.88811
34390	-0.00113442	0.00365685	-0.580104	0.0504011	5950	-0.812924
34396	-0.00442196	0.00407489	-0.0856181	0.521628	5960	-0.846872
34402	-0.00654635	0.00444173	-0.699465	0.548965	6020	-0.45388
34408	-0.00787725	0.00470088	-0.539257	0.0271077	5970	-0.841675
34414	-0.00781691	0.00474545	-0.906941	0	6070	-0.420774
34420	-0.00666018	0.00491219	-0.485665	-0.0748735	6010	-0.86899
34426	-0.00524321	0.00532399	-0.699658	-0.455061	5980	-0.549133
34432	-0.00324994	0.00581668	0.0708075	-0.0436215	5920	-0.994837
34438	-0.00182491	0.00625511	-0.72306	-0.466052	6060	-0.506559
34450	-0.00027558	0.00629266	-0.696689	-0.534224	12430	-0.4778
34456	-0.000644325	0.00611795	0.716651	-0.526972	6050	-0.455812
34463	-0.00132073	0.00566229	-0.537158	-0.0239777	6590	-0.841133
34470	-0.00243379	0.004815	-0.83069	0.22648	6670	-0.505254
34476	-0.00358109	0.00395252	-0.90681	0.0508777	6670	-0.418352
34483	-0.00473592	0.00331536	-0.499622	0.0510521	6310	-0.864242
34489	-0.00534854	0.00295618	-0.89417	0	6050	-0.447272
34495	-0.00521439	0.00278639	-0.8857	0.0264209	5950	-0.462585
34501	-0.00460993	0.00294339	-0.562343	0.0744965	6040	-0.821485
34507	-0.00337107	0.00337219	-0.87714	-0.050789	6040	-0.473989
34513	-0.00217814	0.00390478	-0.587872	-0.0239774	5990	-0.806505
34519	-0.000833385	0.00461521	0.733766	-0.424767	5930	-0.528516
34525	-2.39859e-05	0.00501864	-0.471502	-0.0511834	5970	-0.879909
34531	0.000393654	0.00515863	-0.901275	0.0273834	6060	-0.43225
34537	0.000261528	0.00509627	-0.878715	0	5990	-0.475934
34543	-0.000343194	0.0047644	-0.925719	-0.0240185	6130	-0.377446
34549	-0.00120974	0.00444401	-0.910401	-0.0742252	5950	-0.402837
34555	-0.00187158	0.00409159	-0.738919	-0.442931	5930	-0.505938
34561	-0.00265551	0.00340784	-0.920278	0	5960	-0.391263
34567	-0.00328972	0.00276769	-0.587872	-0.0239774	5960	-0.806505
34573	-0.0040926	0.00192679	-0.918721	0	6040	-0.390601
34579	-0.00473582	0.00156012	-0.885854	0.023976	6020	-0.459681
34585	-0.00539807	0.00144849	-0.472059	0	5990	-0.881455
34591	-0.00570141	0.0018614	-0.566513	0.0746775	5990	-0.818599
34603	-0.00539925	0.00382648	-0.729281	0.485098	12380	-0.481483
34609	-0.00512309	0.00465602	-0.836507	0.173435	6040	-0.516526
34615	-0.00464996	0.00544578	-0.565818	0.0239774	5940	-0.822128
34621	-0.00422881	0.00580867	-0.654448	-0.548134	6110	-0.519197
34628	-0.00345266	0.00582718	-0.918777	-0.0498988	6660	-0.391495
34634	-0.00268041	0.00573268	-0.540575	0.0752651	5950	-0.837896
34640	-0.00203117	0.00559468	-0.899113	0.023976	6070	-0.433174
34646	-0.00144535	0.005333	-0.856544	-0.023997	5950	-0.514208
34652	-0.00147728	0.00453384	-0.911904	0.0743477	6050	-0.403502
34658	-0.00216428	0.0037004	-0.795789	0.233484	6030	-0.556957
34664	-0.00383233	0.00263571	-0.894348	0.0518289	6420	-0.444232
34671	-0.00597663	0.00183834	-0.884245	0.074346	6590	-0.460142
34678	-0.00801077	0.00141747	-0.856947	0.511503	6690	0.0249817
34683	-0.00940108	0.0013593	-0.801048	0.183339	5950	-0.567831
34689	-0.00993841	0.00145995	-0.538521	-0.0750755	5960	-0.83923
34695	-0.0100962	0.00181559	-0.795526	0.2334	6000	-0.557384
34701	-0.00991426	0.00208951	-0.177992	0.478347	5960	-0.859876
34707	-0.00951243	0.00219619	-0.789163	0.279354	6010	-0.545158
34713	-0.00906483	0.0022143	-0.669606	0.44496	5910	-0.592766
34719	-0.00842258	0.00228737	-0.712573	0.511026	5950	-0.479719
34725	-0.00775825	0.00236655	-0.861606	0.146113	5910	-0.482606
34731	-0.00666719	0.00243426	-0.912236	-0.0263735	5960	-0.404657
34737	-0.0055602	0.00251342	-0.878715	0	5930	-0.475934
34750	-0.00283699	0.00233069	-0.0117964	0.0748696	13200	-0.997123
34757	-0.00214115	0.00195405	-0.675609	0.462901	6600	-0.571848
34763	-0.00205466	0.00113385	-0.784106	0.258383	6580	-0.562505
34769	-0.00281338	-4.74022e-05	-0.871558	-0.0273201	5980	-0.488659
34775	-0.00408739	-0.000889544	-0.598624	0.617963	6010	0.508211
34781	-0.00622022	-0.00155981	-0.825715	0.560567	6040	0.0240151
34788	-0.00821769	-0.00172228	-0.995392	0.0260126	6140	0.0717278
34794	-0.0103234	-0.00176792	-0.712104	0.510693	5940	-0.478247
34800	-0.011405	-0.00199832	-0.631976	0.615346	6070	-0.467519
34806	-0.0112939	-0.00208822	-0.733766	0.424767	5950	-0.528516
34812	-0.0100689	-0.00212313	-0.71438	0.431175	5940	-0.549453
34817	-0.00830265	-0.00204504	-0.00587761	0.074837	5930	-0.997176
34823	-0.00558985	-0.00192955	-0.900992	-0.0273671	5960	-0.432868
34830	-0.00333618	-0.0018927	-0.789163	-0.279354	6410	-0.545158
34836	-0.000821628	-0.00182762	-0.858032	-0.173979	5970	0.481879
34842	0.000882598	-0.00142812	-0.681073	-0.480473	5970	-0.550472
34848	0.00138184	-0.00104775	0.899429	-0.0753134	6000	-0.430424
34854	0.00109539	-0.000473492	-0.538358	0.0270625	5920	-0.840271
34860	0.000279092	-0.000268061	-0.732376	0.501268	5930	-0.459711
34866	-0.00100591	-0.000249711	-0.814762	0.574585	6200	-0.0514507
34872	-0.00207472	-0.000412312	0.48563	0.0751137	5940	-0.868989
34878	-0.00322741	-0.000916948	-0.657745	0.563643	5960	-0.497962
34884	-0.00409672	-0.00148338	-0.825681	0.555574	6170	0.0788925
34890	-0.00495754	-0.00217955	0.174799	0.562297	5950	-0.808047
34902	-0.00619469	-0.00252367	-0.523248	-0.66464	12340	0.530178
34908	-0.00637578	-0.00227909	0.914103	0.0240185	6130	-0.404767
34915	-0.00599492	-0.00185741	-0.825677	0.555572	6600	0.0788922
34921			-0.143043	0.565725	6610	-0.812032
34922	-0.00503154	-0.00152052				
34928	-0.00369108	-0.00131804	-0.729281	0.485098	6560	-0.481483
34934	-0.00224464	-0.00113696	-0.906941	0	6260	-0.420774
34940	-0.00112359	-0.0010414	-0.0421417	-0.0508811	5950	-0.997815
34946	-0.000163748	-0.000993963	-0.883126	-0.0742519	5940	-0.45956
34952	0.00011113	-0.00100303	0.89417	0	6050	-0.447272
34958	-0.000251546	-0.000994527	-0.864595	0.496353	6080	0.0523845
34964	-0.00101655	-0.000807369	-0.805869	0.27523	5940	-0.521006
34970	-0.00188379	-0.00062252	-0.806288	0.588167	6100	-0.0240152
34976	-0.00298611	-0.0004835	-0.820756	0.251828	5950	-0.511664
