TIMESTAMPms	M81GYROx	M81GYROy	M81GYROz	M81OPTICALFLOWflowcompmx	M81OPTICALFLOWflowcompmy	M81OPTICALFLOWflowx	M81OPTICALFLOWgrounddistance
496	0.000148313	-0.00102068	0.000370064	-0.162327	0.455077	5940	-0.875338
503	0.000337647	-0.00101065	0.000541816	0	0	6690	0
509	0.000388768	-0.00101589	0.000634909	0.250643	-0.505394	5960	-0.825587
515	0.000382621	-0.000958529	0.000641717	-0.235817	0.516116	5950	-0.823415
521	0.00047115	-0.000891245	0.000605005	0.163058	0.502084	5950	-0.849231
527	0.000521494	-0.000794954	0.00047973	0.107167	0.534206	5940	-0.836515
539	0.000255742	-0.00103691	-1.04888e-05	-0.222531	0.495568	12610	-0.837563
545	0.000162569	-0.00107803	-0.00028535	-0.203888	0.56061	5960	-0.802383
552	-6.80262e-05	-0.00103517	-0.000388394	0	0	6690	0
558	-0.000152768	-0.000928173	-0.000466996	0.0146836	0.0713565	5910	-0.997336
564	-0.000337521	-0.000763163	-0.00039289	-0.238707	0.474516	5940	-0.847261
571	-0.000394751	-0.000828748	-0.000273744	0	0	6940	0
577	-0.000411508	-0.00110811	-0.000131704	-0.175576	-0.548166	6250	-0.815663
583	-0.000303049	-0.0013882	0.000257697	-0.24468	0.483698	5950	-0.838323
589	-0.00026408	-0.00152015	0.000470689	0.552593	0	5960	-0.833225
595	-0.00026329	-0.00160704	0.000592039	-0.160461	0.545164	5940	-0.822716
601	-0.000248758	-0.00160001	0.000732465	-0.208351	-0.473525	5930	-0.855304
607	-0.000225827	-0.00152655	0.000742317	0	0	6690	0
614	-0.000112806	-0.00150196	0.000783472	0.725886	-0.47526	6400	-0.493802
621	-9.90517e-05	-0.00168277	0.000753617	0	0	7380	0
628	-0.000212041	-0.00192463	0.000723765	-0.198287	-0.530176	6470	-0.822324
633	-0.000400605	-0.00199315	0.0006817	0.00519627	0.264667	5920	-0.96432
639	-0.000534942	-0.00202807	0.000800738	0.735533	-0.433339	5940	-0.517525
645	-0.000635671	-0.00202176	0.00106865	0.483829	-0.0749624	5950	-0.871472
651	-0.000568419	-0.00213609	0.00141899	-0.907447	-0.049701	5980	-0.41718
658	-0.000311061	-0.00215725	0.00184641	0	0	6690	0
664	0.000247092	-0.00200128	0.00221424	-0.1012	-0.501433	5930	-0.859013
670	0.000696772	-0.00183005	0.0023377	-0.228867	0.505467	5950	-0.829905
676	0.00101356	-0.00181231	0.00231075	-0.0206849	0.301137	5920	-0.953244
688	0.000960774	-0.00204729	0.00182416	-0.619392	0.652664	12350	-0.432438
694	0.000790416	-0.00217993	0.00153996	0.73929	-0.443135	6280	-0.505577
701	0.000529218	-0.00234005	0.0013474	-0.687308	0.499392	6610	-0.525765
708	0.000242087	-0.00254062	0.00128924	-0.702867	0.475934	6590	-0.526932
714	0.000221449	-0.00270757	0.00141967	0.520023	0.0343755	6420	-0.85346
720	0.000116826	-0.00283405	0.00158826	-0.871558	-0.0273201	5950	-0.488659
727	-2.44339e-05	-0.00268946	0.00181715	0	0	6690	0
733	-3.89381e-05	-0.00248992	0.00216818	0.378422	-0.884814	6010	-0.265575
740	0.000106132	-0.00257442	0.00251078	0	0	6960	0
746	0.000569569	-0.00280016	0.00300605	-0.502746	0.0626121	5960	-0.860202
752	0.0010719	-0.00281591	0.00317753	-0.697318	0.496802	5970	-0.513379
758	0.00162075	-0.0028141	0.00327723	0	0	6690	0
764	0.00208251	-0.00269777	0.00324179	0.588758	0.0240135	5930	-0.807719
770	0.00223958	-0.0024799	0.00311396	-0.0428756	0.0424333	5920	-0.996484
777	0.00209429	-0.0021628	0.00297469	0	0	6750	0
783	0.00185053	-0.00196712	0.002698	-0.0507924	-0.0239805	5930	-0.996726
789	0.00168313	-0.0019738	0.0024641	-0.509272	0.0505376	5940	-0.857151
795	0.00161578	-0.001869	0.00226076	0	0	6690	0
802	0.00157362	-0.00147561	0.00222083	0	0	6690	0
809	0.00181397	-0.00114639	0.00229696	0	0	6680	0
815	0.00231541	-0.00110123	0.00258992	0.0871065	-0.0240184	5990	-0.995906
821	0.00277481	-0.000926274	0.00306379	-0.627058	0.535025	5940	-0.564183
827	0.00324485	-0.00078646	0.00346662	0	0	6690	0
841	0.00426533	-0.000963514	0.00461382	0	0	13110	0
847	0.00424429	-0.00113826	0.00518446	0	0	6690	0
854	0.00387662	-0.00116792	0.00556951	0	0	6680	0
861	0.00320206	-0.00108229	0.00580564	0	0	7300	0
868	0.00210305	-0.000894364	0.00593257	0.355366	-0.216797	6530	-0.909107
875	0.00105302	-0.000901146	0.00579378	0	0	6810	0
881	0.00012297	-0.00100718	0.00550994	0.652992	-0.548107	5930	-0.521027
887	-0.000472577	-0.00129416	0.00515283	0	0	6950	0
895	-0.000742047	-0.00161547	0.00471177	0	0	7370	0
901	-0.000528191	-0.00160309	0.00432802	-0.135021	0.456223	6020	-0.879356
908	-3.26234e-05	-0.00134563	0.00417183	0	0	6690	0
914	0.000582765	-0.000891971	0.00409125	0	0	6690	0
920	0.00110953	-0.000407819	0.00391829	-0.716191	0.0508781	5940	-0.695717
926	0.00142169	-0.000195524	0.00392171	-0.41182	0.572048	5950	-0.709126
932	0.00179719	0.000107607	0.00411067	0.0854898	0.316454	5960	-0.944651
938	0.00201919	0.000309162	0.00431564	-0.704013	0.472684	6000	-0.528303
944	0.00199532	0.000542764	0.00465497	-0.526716	0.051313	5940	-0.848461
951	0.00184624	0.000663343	0.00491639	0	0	6690	0
957	0.00136046	0.000760242	0.00525871	-0.639173	0.543063	5930	-0.541446
963	0.000785408	0.000594485	0.00545593	-0.0187037	0	5940	-0.999825
969	0.000388306	0.000318801	0.00547218	-0.665485	0.505019	5930	-0.547558
974	-0.000209557	-0.000160713	0.00541056	-0.706228	0.460562	5940	-0.534554
988	-0.00118224	-0.00102957	0.00521456	0	0	13830	0
994	-0.00148753	-0.00136846	0.00516135	-0.119273	0.435169	6080	-0.892224
1001	-0.00161336	-0.00153477	0.00514022	0	0	6690	0
1008	-0.00170252	-0.00143612	0.00499846	0	0	6690	0
1014	-0.0016596	-0.000996198	0.00475898	-0.0793721	0.490766	5940	-0.865718
1020	-0.00152505	-0.000500583	0.0044554	-0.703761	-0.474498	6010	-0.527009
1026	-0.00137984	0.000169824	0.00405487	-0.115467	0.507129	6560	-0.852119
1034	-0.00119722	0.00065616	0.00368188	0	0	7380	0
1040	-0.000936745	0.00093401	0.00319668	-0.895011	0.00799503	6060	-0.442167
1046	-0.000741958	0.00111105	0.00271001	-0.483829	0.0749624	5930	-0.871472
1052	-0.000587656	0.00111552	0.0024448	0.11929	0.480961	5930	-0.868094
1057	-0.00046849	0.00112915	0.00224758	-0.76827	-0.0389931	5920	-0.63629
1063	-0.000347046	0.00109315	0.00216566	-0.490967	0.0257768	5980	-0.87059
1069	0.000141632	0.000719691	0.00230134	0.650074	0.530591	5960	-0.542317
1075	0.000601248	0.000475297	0.00258285	0.153377	0.486189	5930	-0.858323
1081	0.00138683	0.000279029	0.00286661	-0.576866	0	5940	-0.816608
1087	0.00191199	0.000191198	0.00313661	-0.870103	0.0752452	5950	-0.486216
1093	0.00234623	0.000168273	0.00314164	-0.542654	-0.0315038	5950	-0.837349
1100	0.00249488	2.85351e-05	0.00294281	0	0	6680	0
1106	0.00242515	-5.85074e-05	0.00254549	-0.0134211	-0.0627521	6010	-0.996244
1112	0.00188664	-2.41438e-05	0.00214364	-0.334623	0.527665	5920	-0.780107
1118	0.00116265	-4.24655e-05	0.00164409	0.00760277	0.868239	5960	-0.492673
1124	0.000738021	-0.000200507	0.00128202	-0.53215	0.0391489	5960	-0.843742
1136	-0.000259954	-0.000605908	0.000632916	-0.326536	0.399677	12380	-0.856232
1142	-0.000446223	-0.000564618	0.00035341	-0.531254	-0.0167804	5940	-0.845049
1149	-0.000464503	-0.000341618	6.32423e-05	0.578618	-0.00140133	6560	-0.815494
1155	-0.000531645	-0.000140782	-9.40461e-05	0.447603	0	6580	-0.894084
1162	-0.000809508	-7.28161e-05	-0.00027346	-0.171177	-0.541714	6560	-0.820892
1168	-0.00120187	-6.13563e-05	-0.000457438	-0.148728	0.479649	6220	-0.864696
1174	-0.00172857	-0.000146099	-0.000770429	0.581993	-0.0119899	5920	-0.811023
1180	-0.00228194	-0.000201057	-0.00113149	-0.554329	0.00492627	5920	-0.830249
1186	-0.0027337	-0.000126213	-0.00157039	0.133548	0.441256	6240	-0.885482
1192	-0.00343738	5.55135e-05	-0.00199474	-0.22375	-0.45145	5940	-0.863313
1198	-0.00391041	-1.2444e-05	-0.0022236	0.538521	-0.0750755	5940	-0.83923
1204	-0.00438416	-0.000344568	-0.00220887	-0.500181	-0.00959362	5960	-0.863915
1210	-0.00450282	-0.000574348	-0.00196585	0.567908	-0.0302677	5910	-0.820478
1216	-0.00409237	-0.00036509	-0.00150221	-0.490273	0.0388642	5930	-0.868759
1222	-0.00348345	7.09077e-05	-0.00118597	0.714158	-0.431037	6000	-0.549867
1228	-0.00251803	0.000538166	-0.000978938	0.0569301	-0.0748322	6020	-0.995569
1234	-0.00177412	0.000799994	-0.000937611	0.480989	-0.477723	5970	-0.734507
1240	-0.00100815	0.000907569	-0.00114443	0.00117926	-0.0521964	5940	-0.998626
1246	-0.00071181	0.000765466	-0.00148713	-0.270437	-0.437609	5960	-0.85556
1252	-0.000571254	0.000521831	-0.00160074	-0.0682769	0.335501	5930	-0.939389
1257	-0.000601737	0.000348463	-0.00165326	-0.672348	-0.503744	5940	-0.539274
1263	-0.000653595	0.000284294	-0.00159354	-0.0296032	0	5920	-0.999559
1269	-0.000803177	0.000294191	-0.00138647	0.24638	0.0746767	5980	-0.964541
1275	-0.000722928	0.000426248	-0.00112064	0.5535	0.0567311	5910	-0.828878
1288	0.000156702	0.000104006	-0.000326478	0.648865	-0.528784	12380	-0.545085
1294	0.000881253	-0.0002915	0.000296575	0.391966	0.26118	5920	-0.881663
1300	0.00149731	-0.000425084	0.000772973	-0.0648099	0.0119901	5930	-0.996129
1305	0.00206597	-0.000450237	0.00129284	0.151724	-0.513324	5960	-0.842673
1312	0.00232765	-0.000570826	0.0016027	0.49333	-0.0171892	6510	-0.869494
1319	0.00226863	-0.000635667	0.00186976	0.219525	-0.539623	6570	-0.812581
1325	0.00192406	-0.000595138	0.00191462	-0.208218	0.496398	6550	-0.840745
1332	0.00142606	-0.00039733	0.00180754	-0.0871065	0.0240184	6490	-0.995906
1338	0.000665469	-0.000112503	0.00143401	0.00868055	-0.0508556	5930	-0.998666
1343	-0.0001714	0.000153208	0.000920787	-0.148675	-0.434209	5940	-0.888268
1349	-0.000849375	0.000343305	0.000300729	0.522514	-0.0503867	5960	-0.850655
1355	-0.00150743	0.000542546	-0.000220775	0.0713769	-0.977724	5950	-0.188969
1361	-0.00176993	0.000682977	-0.000566621	0.526716	-0.051313	5920	-0.848461
1367	-0.00189267	0.000736354	-0.000843717	-0.566646	-0.0253479	5940	-0.82357
1373	-0.00183217	0.000712612	-0.00104138	0.640012	-0.503356	5930	-0.577619
1379	-0.00150368	0.000624737	-0.00125582	-0.155772	-0.491198	5930	-0.856769
1385	-0.00127066	0.000596425	-0.00148398	-0.0476228	-0.8355	5980	-0.545803
1391	-0.00105293	0.000594838	-0.00198469	0.0106955	-0.0239805	6020	-0.997962
1397	-0.00100473	0.000633718	-0.00241588	0.718097	0.489335	5930	-0.491436
1403	-0.0011161	0.000771085	-0.00283785	-0.0457655	-0.0567783	5930	-0.995641
1409	-0.00109384	0.00070611	-0.00298798	-0.156003	0.491189	5940	-0.854994
1415	-0.000912784	0.00082591	-0.00294187	-0.163058	0.502084	5920	-0.849231
1421	-0.000642412	0.000952569	-0.00271634	0.714158	-0.431037	5950	-0.549867
1427	-0.000245325	0.00106013	-0.00225644	0.702866	0.475933	5930	-0.526932
1440	0.000936606	0.000967638	-0.00114761	0.654484	-0.468554	13340	-0.591475
1446	0.00170689	0.00107749	-0.000820711	0.26025	0.963761	6000	0.00740688
1452	0.00259468	0.00118961	-0.000450329	0.0355596	0.0748213	5930	-0.996561
1458	0.00298762	0.0011872	-0.000349501	0.692051	-0.516055	5930	-0.502936
1464	0.00324539	0.00109852	-0.000486134	-0.0421417	-0.0508811	5960	-0.997815
1470	0.00327026	0.000805223	-0.000718954	0.578618	0.00140133	5920	-0.815494
1476	0.00308593	0.000437896	-0.000999852	-0.146609	0.5237	6000	-0.837176
1482	0.00272295	0.000288969	-0.00152886	0.654484	-0.468554	5940	-0.591475
1488	0.00225083	0.000240839	-0.00208836	0.0941314	0.490469	5920	-0.864407
1494	0.00181617	0.000346942	-0.00289288	0.411225	0.211252	5930	-0.884808
1499	0.00127696	0.000496555	-0.00361334	0.116575	0.480063	5910	-0.869212
1505	0.000782079	0.00075686	-0.00451392	0.13325	0.456226	5920	-0.879639
1512	0.000185703	0.00104768	-0.00504945	0	0	6790	0
1519	-0.00048391	0.00124074	-0.00567425	0.385254	0.189359	6570	-0.902856
1525	-0.00092364	0.00131773	-0.00597527	0.902559	0.039055	6580	-0.424831
1531	-0.00124498	0.00118551	-0.00613501	0.687308	-0.499392	6120	-0.525765
1537	-0.00139756	0.00110752	-0.00615654	0.904274	-0.0747155	5930	-0.416322
1543	-0.0013707	0.000999753	-0.00613607	0.714158	-0.431037	5920	-0.549867
1550	-0.00105065	0.000640806	-0.00603926	0	0	6690	0
1556	-0.000447378	0.000255171	-0.0060356	0.538521	0.0750755	6010	-0.83923
1562	0.00018943	-3.57497e-05	-0.00621823	-0.208351	-0.473525	5930	-0.855304
1568	0.000977349	-0.000112097	-0.00675283	0.681073	0.480473	5920	-0.550472
1574	0.00160256	-1.37717e-06	-0.00737136	-0.902087	0.0253456	5930	-0.426868
1587	0.00234758	0.000626988	-0.00927709	0	0	13110	0
1593	0.00208165	0.000997989	-0.0107765	-0.704013	-0.472684	5930	-0.528303
1599	0.00139887	0.00134834	-0.0121344	-0.702867	-0.475934	6560	-0.526932
1607	5.03761e-05	0.00226212	-0.013577	0	0	7370	0
1614	-0.00164079	0.0034751	-0.0146652	0	0	7390	0
1620	-0.0030974	0.00432072	-0.0150172	-0.703753	0.475793	6050	-0.525915
1626	-0.00411713	0.00460966	-0.0148431	0.704013	0.472684	5950	-0.528303
1633	-0.00433508	0.00445038	-0.0141827	0	0	6690	0
1639	-0.00394068	0.00464311	-0.0135102	0.7679	-0.0251315	6210	-0.639112
1646	-0.00343408	0.00510075	-0.0132829	0	0	6690	0
1652	-0.00267863	0.00519262	-0.0133258	-0.1012	-0.501433	5920	-0.859013
1658	-0.00160946	0.00434079	-0.0137574	0.744127	-0.407546	5960	-0.527594
1664	-0.000648805	0.00333024	-0.0140545	0	0	6690	0
1670	0.000351452	0.00261527	-0.0143547	0.648865	-0.528784	5950	-0.545085
1676	0.00122487	0.00249743	-0.0143586	0.445582	0.311456	5980	-0.839316
1682	0.00166681	0.00283694	-0.014587	0.21602	-0.485581	5920	-0.845082
1688	0.00171169	0.00351999	-0.015149	-0.48595	-0.76296	5940	-0.426133
1695	0.00157333	0.00405409	-0.0154445	0	0	6680	0
1701	0.00168388	0.00485613	-0.0149177	0	0	6690	0
1707	0.00215785	0.00555501	-0.0136136	-0.659974	-0.487919	5950	-0.569301
1713	0.00278371	0.00629506	-0.0126319	0.0650545	0.0304708	5930	-0.997411
1720	0.00375919	0.00707855	-0.0118565	0	0	6760	0
1726	0.0047193	0.00732522	-0.0120233	-0.190784	-0.541529	5940	-0.818548
1738	0.00476388	0.00642813	-0.0145325	0.063134	0.0106278	12380	-0.997936
1744	0.0040228	0.00536621	-0.0160366	-0.0118681	-0.0459875	5960	-0.997178
1751	0.00323522	0.00466173	-0.0167115	0	0	6690	0
1757	0.00227441	0.00426653	-0.0169435	-0.282207	0.0240185	5940	-0.95905
1764	0.00141448	0.00407599	-0.0167341	0.878252	-0.0508533	6580	-0.47459
1770	0.000379785	0.00373887	-0.0164812	0.321744	-0.944767	6500	0.02292
1776	-0.000686107	0.0033453	-0.0161879	0.382144	-0.533452	5920	-0.752341
1782	-0.00158545	0.00337474	-0.0159244	0.867595	-0.0513752	5930	-0.491182
1788	-0.00239919	0.00370423	-0.0153861	-0.132423	-0.503158	6270	-0.853826
1795	-0.00258142	0.00396804	-0.0143676	-0.677273	-0.536176	6560	-0.50044
1801	-0.00213222	0.00429213	-0.0122451	0.485525	0.0749698	6170	-0.870567
1808	-0.00111655	0.00441692	-0.00973806	0	0	6690	0
1814	8.83742e-05	0.00435616	-0.00760233	-0.160327	-0.683045	5940	-0.710186
1820	0.00128631	0.00426486	-0.00589055	0.550573	-0.715273	5950	-0.430141
1825	0.00208938	0.00413617	-0.00501193	0.438559	-0.506559	5930	-0.741774
1831	0.00277328	0.00404795	-0.00432275	0.127978	-0.462777	5950	-0.87526
1837	0.00300052	0.00381697	-0.00413602	-0.158286	-0.471627	5970	-0.865525
1843	0.00281316	0.00352187	-0.00415164	0.130405	-0.500413	6020	-0.855664
1849	0.00246854	0.00333446	-0.00442685	-0.48708	0.0255466	5960	-0.872512
1855	0.00208654	0.00274699	-0.00490742	0.162792	-0.501267	5950	-0.84785
1861	0.00174886	0.00204964	-0.00523829	0.113939	-0.544086	5960	-0.829221
1867	0.00137992	0.00121874	-0.00560577	0.0406537	-0.0657789	5980	-0.997
1873	0.00102628	0.000745245	-0.00577318	0.647687	-0.566735	6010	-0.505902
1886	0.00080781	0.000109171	-0.004664	-0.362569	-0.465764	12990	-0.806998
1893	0.00107648	-1.75819e-05	-0.00332434	0	0	7050	0
1899	0.00139094	-0.000238997	-0.00147862	-0.0549361	-0.215252	5950	-0.974994
1906	0.001416	-0.000383275	0.000578413	0	0	6680	0
1912	0.00141815	-0.000878752	0.00284597	-0.738294	-0.442497	5950	-0.507235
1918	0.00144091	-0.00138334	0.00464832	-0.179276	-0.500328	5940	-0.845075
1924	0.00122775	-0.0021887	0.00663755	0.0313995	-0.821048	6290	-0.568019
1931	0.000938256	-0.00306728	0.00797149	-0.222908	-0.496408	6630	-0.838981
1937	0.000544193	-0.00439471	0.00945342	-0.509571	-0.0745604	6480	-0.85671
1943	0.000277675	-0.00577621	0.010907	-0.627699	-0.283079	5950	-0.724402
1949	0.000163885	-0.00714994	0.0122183	-0.520702	-0.502071	5920	-0.688051
1956	0.000302063	-0.00811201	0.0133013	0	0	6690	0
1962	0.000647137	-0.00916941	0.0145796	-0.578618	-0.00140133	5940	-0.815494
1968	0.000979961	-0.00974342	0.0157028	-0.578851	-0.717975	6030	-0.386548
1974	0.00103942	-0.00980429	0.0162463	-0.538298	-0.70999	5930	-0.45343
1980	0.000649925	-0.00976131	0.0166349	0.67888	-0.510638	5930	-0.524399
1986	7.57038e-05	-0.0097924	0.0167745	-0.536772	-0.718355	5940	-0.438706
1992	-0.000884793	-0.00983647	0.0169148	0	0	6690	0
1998	-0.00190857	-0.0097118	0.0172506	0.728879	-0.484807	5930	-0.482367
2004	-0.00259935	-0.00957645	0.0176207	-0.545237	-0.701266	6000	-0.458506
2010	-0.00320989	-0.00956786	0.01789	-0.914932	0.0240184	5920	-0.402886
2016	-0.00337143	-0.00997385	0.0183333	-0.218393	-0.0509899	5920	-0.974444
2022	-0.00315731	-0.0105088	0.0187308	-0.499279	-0.7307	5980	-0.464617
2035	-0.00133909	-0.0105986	0.0201605	0	0	13110	0
2041	0.000285017	-0.0102509	0.0209723	-0.0607429	-0.820209	5980	-0.566849
2047	0.00186468	-0.00988115	0.0215139	0.545237	-0.701266	6310	-0.458506
2054	0.00294562	-0.00942511	0.0219927	0.792943	-0.25528	6560	-0.55018
2061	0.00356529	-0.00920123	0.022231	0.0322775	-0.848633	6630	-0.526315
2067	0.00368633	-0.00874831	0.0223563	-0.653332	-0.510405	6560	-0.55612
2074	0.00308203	-0.00817099	0.022067	0	0	6700	0
2080	0.0018311	-0.00785179	0.0215273	-0.964714	-0.244605	5930	-0.0782588
2087	0.000473403	-0.00786322	0.0211625	0	0	6820	0
2093	-0.00118192	-0.008106	0.0209809	0	0	6730	0
2099	-0.00280807	-0.00820368	0.0211315	-0.716563	-0.494403	5950	-0.488595
2106	-0.00353694	-0.00822118	0.021515	0	0	6690	0
2113	-0.00384122	-0.00837535	0.0219969	0	0	6680	0
2119	-0.00339724	-0.00878833	0.0224078	-0.925719	-0.0240185	5920	-0.377446
2125	-0.0025349	-0.00896535	0.0226972	0	0	6700	0
2131	-0.00141459	-0.00900416	0.0225544	-0.747418	-0.477584	6010	-0.460716
2137	-0.000457776	-0.00899562	0.0224216	-0.538328	-0.690003	5930	-0.482741
2143	0.000779148	-0.0084931	0.0222231	0.0314263	-0.875275	5980	-0.48156
2149	0.00149218	-0.00767148	0.0220216	-0.345985	-0.359779	5910	-0.866044
2155	0.00207917	-0.00654683	0.021572	-0.0853289	-0.834346	5930	-0.542719
2162	0.00230496	-0.00611174	0.0211255	0	0	6690	0
2168	0.00272008	-0.00622108	0.0204935	0.631571	0.554792	5970	-0.540011
2174	0.00307636	-0.00622198	0.019983	0	0	6690	0
2187	0.00231713	-0.00459433	0.0192709	0.146857	-0.524587	12340	-0.838595
